pig_gene_id,gene_symbol,description,success,biomarker_label,human_length,importance
ENSSSCG00000050318,SMIM35,small integral membrane protein 35 [Source:UniProtKB Gene Name;Acc:A0A4X1STE4],True,,84665.0,0.4722615256905556
ENSSSCG00000017637,MPO,myeloperoxidase [Source:VGNC Symbol;Acc:VGNC:90328],True,,11080.0,0.46921666463216144
ENSSSCG00000044549,,,False,,,0.4679703414440155
ENSSSCG00000007554,ZFAND2A,zinc finger AN1-type containing 2A [Source:VGNC Symbol;Acc:VGNC:95134],True,,8868.0,0.4654486874739329
ENSSSCG00000003484,PADI6,peptidyl arginine deiminase 6 [Source:VGNC Symbol;Acc:VGNC:91148],True,,29503.0,0.46426331996917725
ENSSSCG00000047705,,,True,,,0.4630733331044515
ENSSSCG00000030228,PIWIL2,piwi like RNA-mediated silencing 2 [Source:VGNC Symbol;Acc:VGNC:98198],True,,82252.0,0.46065668265024823
ENSSSCG00000006345,OLFML2B,olfactomedin like 2B [Source:VGNC Symbol;Acc:VGNC:91034],True,,40677.0,0.45685001214345294
ENSSSCG00000043762,,,True,,,0.4566233158111572
ENSSSCG00000017525,NFE2L1,NFE2 like bZIP transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:90713],True,,13656.0,0.4533300002415975
ENSSSCG00000031450,MLYCD,malonyl-CoA decarboxylase [Source:VGNC Symbol;Acc:VGNC:98129],True,,52330.0,0.4511258428295453
ENSSSCG00000008803,ATP8A1,ATPase phospholipid transporting 8A1 [Source:VGNC Symbol;Acc:VGNC:97894],True,,248748.0,0.44917333126068115
ENSSSCG00000039556,KCNQ1,potassium voltage-gated channel subfamily Q member 1 [Source:VGNC Symbol;Acc:VGNC:99782],True,,404451.0,0.4462133248647054
ENSSSCG00000008948,ALB,albumin [Source:NCBI gene (formerly Entrezgene);Acc:396960],True,,29493.0,0.4458501686652501
ENSSSCG00000016640,PPP1R3A,protein phosphatase 1 regulatory subunit 3A [Source:VGNC Symbol;Acc:VGNC:91736],True,,199143.0,0.4451303283373515
ENSSSCG00000013599,ANGPTL4,angiopoietin like 4 [Source:NCBI gene (formerly Entrezgene);Acc:397628],True,,11148.0,0.4446299870808919
ENSSSCG00000016288,,,False,,,0.4444972251852353
ENSSSCG00000039823,,,True,,,0.4428499937057495
ENSSSCG00000020680,CLDN14,claudin 14 [Source:VGNC Symbol;Acc:VGNC:86731],True,,115953.0,0.4403576503197352
ENSSSCG00000016782,OTULINL,OTU deubiquitinase with linear linkage specificity like [Source:VGNC Symbol;Acc:VGNC:91107],True,,34388.0,0.43818668524424237
ENSSSCG00000020436,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],True,,105.0,0.43794333934783936
ENSSSCG00000022390,RGN,regucalcin [Source:NCBI gene (formerly Entrezgene);Acc:768107],True,,16229.0,0.43619998296101886
ENSSSCG00000018029,ZNF286A,zinc finger protein 286A [Source:UniProtKB Gene Name;Acc:F1SDE7],True,,21210.0,0.43579767147699994
ENSSSCG00000000171,CKAP4,cytoskeleton associated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:100523493],True,,66399.0,0.43546984779338044
ENSSSCG00000013340,MUC15,"mucin 15, cell surface associated [Source:VGNC Symbol;Acc:VGNC:90481]",True,,13231.0,0.43375301361083984
ENSSSCG00000034689,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:VGNC Symbol;Acc:VGNC:88588],True,,4153.0,0.43351999918619794
ENSSSCG00000012705,ZIC3,Zic family member 3 [Source:VGNC Symbol;Acc:VGNC:95168],True,,14377.0,0.43248700102170307
ENSSSCG00000007803,TUFM,"Tu translation elongation factor, mitochondrial [Source:VGNC Symbol;Acc:VGNC:94588]",True,,4009.0,0.430353323618571
ENSSSCG00000008124,NEURL3,neuralized E3 ubiquitin protein ligase 3 [Source:VGNC Symbol;Acc:VGNC:90696],True,,10509.0,0.4270029862721761
ENSSSCG00000006902,GFI1,growth factor independent 1 transcriptional repressor [Source:VGNC Symbol;Acc:VGNC:88420],True,,14565.0,0.42604998747507733
ENSSSCG00000030026,SORCS1,sortilin related VPS10 domain containing receptor 1 [Source:VGNC Symbol;Acc:VGNC:93339],True,,591043.0,0.4255966742833455
ENSSSCG00000006302,GPR161,G protein-coupled receptor 161 [Source:VGNC Symbol;Acc:VGNC:88613],True,,58143.0,0.42518333594004315
ENSSSCG00000036201,NPR3,natriuretic peptide receptor 3 [Source:VGNC Symbol;Acc:VGNC:90858],True,,102654.0,0.4216586748758952
ENSSSCG00000050014,,,False,,,0.41878998279571533
ENSSSCG00000010756,MGMT,O-6-methylguanine-DNA methyltransferase [Source:VGNC Symbol;Acc:VGNC:90200],True,,304304.0,0.4160719911257426
ENSSSCG00000011075,KIAA1217,KIAA1217 [Source:VGNC Symbol;Acc:VGNC:96079],True,,853102.0,0.41393667459487915
ENSSSCG00000045383,OR6M1,olfactory receptor family 6 subfamily M member 1 [Source:UniProtKB Gene Name;Acc:A0A8D1PZD1],True,,941.0,0.41377466917037964
ENSSSCG00000039273,,,True,,,0.41348334153493244
ENSSSCG00000008437,SOCS5,suppressor of cytokine signaling 5 [Source:VGNC Symbol;Acc:VGNC:93332],True,,81822.0,0.4128899971644084
ENSSSCG00000035615,GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene (formerly Entrezgene);Acc:100521480],True,,26780.0,0.41278334458669025
ENSSSCG00000051188,,,True,,,0.41104332605997723
ENSSSCG00000044223,,,True,,,0.40810300906499225
ENSSSCG00000000599,DERA,deoxyribose-phosphate aldolase [Source:VGNC Symbol;Acc:VGNC:87260],True,,126097.0,0.40778664747873944
ENSSSCG00000041948,,,False,,,0.39984333515167236
ENSSSCG00000041951,,,False,,,0.3977033297220866
ENSSSCG00000018026,,F-box and WD repeat domain containing 10B [Source:UniProtKB Gene Name;Acc:A0A287A3J2],True,,,0.3938233455022176
ENSSSCG00000012508,ARMCX6,armadillo repeat containing X-linked 6 [Source:UniProtKB Gene Name;Acc:F1RYH0],True,,2885.0,0.3934933344523112
ENSSSCG00000006829,SYPL2,synaptophysin like 2 [Source:VGNC Symbol;Acc:VGNC:93677],True,,15592.0,0.39154499769210815
ENSSSCG00000038557,,,False,,,0.3869733413060506
ENSSSCG00000034339,CBARP,CACN subunit beta associated regulatory protein [Source:VGNC Symbol;Acc:VGNC:86220],True,,11181.0,0.3867366711298625
ENSSSCG00000045539,,,True,,,0.3866200049718221
ENSSSCG00000012532,TCEAL1,transcription elongation factor A like 1 [Source:VGNC Symbol;Acc:VGNC:93813],True,,2257.0,0.3847416639328003
ENSSSCG00000016873,NIM1K,NIM1 serine/threonine protein kinase [Source:VGNC Symbol;Acc:VGNC:90744],True,,88791.0,0.3845919966697693
ENSSSCG00000023004,FZD9,frizzled class receptor 9 [Source:VGNC Symbol;Acc:VGNC:88284],True,,2342.0,0.38391000032424927
ENSSSCG00000033529,,,False,,,0.38114333152770996
ENSSSCG00000034379,MAP2K3,mitogen-activated protein kinase kinase 3 [Source:VGNC Symbol;Acc:VGNC:99012],True,,30568.0,0.3807966709136963
ENSSSCG00000023784,SEMA3C,semaphorin 3C [Source:VGNC Symbol;Acc:VGNC:92695],True,,179841.0,0.37912167112032574
ENSSSCG00000020439,RNaseP_nuc,Nuclear RNase P [Source:RFAM;Acc:RF00009],True,,,0.3752489984035492
ENSSSCG00000020976,CSRP1,cysteine and glycine rich protein 1 [Source:VGNC Symbol;Acc:VGNC:96051],True,,29570.0,0.374019980430603
ENSSSCG00000023280,SULT2B1,sulfotransferase family 2B member 1 [Source:NCBI gene (formerly Entrezgene);Acc:100626471],True,,47253.0,0.3732166687647502
ENSSSCG00000034358,KCNJ16,potassium inwardly rectifying channel subfamily J member 16 [Source:VGNC Symbol;Acc:VGNC:89356],True,,82179.0,0.37129000822703045
ENSSSCG00000021724,KIF19,kinesin family member 19 [Source:VGNC Symbol;Acc:VGNC:89459],True,,29647.0,0.3701933224995931
ENSSSCG00000044128,,,True,,,0.3701866865158081
ENSSSCG00000050163,,,True,,,0.3701333204905192
ENSSSCG00000043029,,,True,,,0.36954132715861004
ENSSSCG00000035567,,,False,,,0.36720767617225647
ENSSSCG00000022247,PROSER2,proline and serine rich 2 [Source:VGNC Symbol;Acc:VGNC:96019],True,,48938.0,0.36676150063673657
ENSSSCG00000026110,SRPK2,SRSF protein kinase 2 [Source:VGNC Symbol;Acc:VGNC:93463],True,,288604.0,0.36541998386383057
ENSSSCG00000041868,,,False,,,0.3645169958472252
ENSSSCG00000015040,PTS,6-pyruvoyltetrahydropterin synthase [Source:VGNC Symbol;Acc:VGNC:104039],True,,43588.0,0.3636006712913513
ENSSSCG00000034871,,,False,,,0.36305999755859375
ENSSSCG00000035421,ATP8A2,ATPase phospholipid transporting 8A2 [Source:UniProtKB Gene Name;Acc:A0A287AFK3],True,,653877.0,0.36068665981292725
ENSSSCG00000047560,ZNF883,zinc finger protein 883 [Source:UniProtKB Gene Name;Acc:A0A5G2QNK1],True,,24113.0,0.3602466583251953
ENSSSCG00000025092,CDK4,cyclin dependent kinase 4 [Source:NCBI gene (formerly Entrezgene);Acc:100144492],True,,8291.0,0.35982800523440045
ENSSSCG00000038374,CIART,circadian associated repressor of transcription [Source:VGNC Symbol;Acc:VGNC:86694],True,,4550.0,0.3584516644477844
ENSSSCG00000005391,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1 [Source:VGNC Symbol;Acc:VGNC:112530],True,,104515.0,0.358026663462321
ENSSSCG00000024015,FADS1,fatty acid desaturase 1 [Source:NCBI gene (formerly Entrezgene);Acc:444995],True,,29694.0,0.3579976558685303
ENSSSCG00000009314,FLT3,fms related receptor tyrosine kinase 3 [Source:VGNC Symbol;Acc:VGNC:88163],True,,97318.0,0.35794732968012494
ENSSSCG00000001393,,POU class 5 homeobox 1 [Source:NCBI gene (formerly Entrezgene);Acc:100127461],True,,,0.35757001241048175
ENSSSCG00000017754,,galectin 9 [Source:NCBI gene (formerly Entrezgene);Acc:396972],True,,,0.3561623493830363
ENSSSCG00000023434,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:VGNC Symbol;Acc:VGNC:91711]",True,,323300.0,0.3532549937566121
ENSSSCG00000049332,,,False,,,0.3526899814605713
ENSSSCG00000008113,MRPS5,mitochondrial ribosomal protein S5 [Source:VGNC Symbol;Acc:VGNC:90398],True,,36637.0,0.3525499900182088
ENSSSCG00000002635,SPIRE2,spire type actin nucleation factor 2 [Source:VGNC Symbol;Acc:VGNC:93411],True,,53140.0,0.3519173264503479
ENSSSCG00000009560,TFDP1,transcription factor Dp-1 [Source:UniProtKB Gene Name;Acc:A0A4X1U1F3],True,,56984.0,0.350849986076355
ENSSSCG00000011121,,CUGBP Elav-like family member 2 [Source:VGNC Symbol;Acc:VGNC:95461],True,,,0.35055331389109295
ENSSSCG00000014565,,,True,,,0.3503933350245158
ENSSSCG00000036363,PDE4C,phosphodiesterase 4C [Source:VGNC Symbol;Acc:VGNC:100320],True,,47458.0,0.35010266304016113
ENSSSCG00000015846,RBPMS,"RNA binding protein, mRNA processing factor [Source:VGNC Symbol;Acc:VGNC:95904]",True,,187840.0,0.34943000475565594
ENSSSCG00000032301,,,True,,,0.3486158400774002
ENSSSCG00000005480,,regulator of G protein signaling 3 [Source:VGNC Symbol;Acc:VGNC:103161],True,,,0.3481866518656413
ENSSSCG00000010570,KCNIP2,potassium voltage-gated channel interacting protein 2 [Source:VGNC Symbol;Acc:VGNC:89349],True,,17996.0,0.3446125680735956
ENSSSCG00000005589,NR6A1,nuclear receptor subfamily 6 group A member 1 [Source:VGNC Symbol;Acc:VGNC:90887],True,,254036.0,0.34314000606536865
ENSSSCG00000009233,GPAT3,glycerol-3-phosphate acyltransferase 3 [Source:VGNC Symbol;Acc:VGNC:88572],True,,70256.0,0.3426166772842407
ENSSSCG00000021749,MCF2L2,MCF.2 cell line derived transforming sequence-like 2 [Source:VGNC Symbol;Acc:VGNC:90069],True,,250737.0,0.33975664774576825
ENSSSCG00000037445,,"GrpE like 1, mitochondrial [Source:UniProtKB Gene Name;Acc:A0A287AD92]",True,,,0.3394240140914917
ENSSSCG00000018083,,,True,,,0.3377699851989746
ENSSSCG00000012363,HEPH,hephaestin [Source:VGNC Symbol;Acc:VGNC:88847],True,,106427.0,0.331821342309316
ENSSSCG00000020082,SNORA70,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],True,,137.0,0.32999366521835327
ENSSSCG00000003659,,,True,,,0.3281189997990926
ENSSSCG00000037867,,TAL bHLH transcription factor 2 [Source:VGNC Symbol;Acc:VGNC:93732],True,,,0.3278019999464353
ENSSSCG00000048903,,,False,,,0.32779133319854736
ENSSSCG00000031300,,,True,,,0.32732142756382626
ENSSSCG00000012842,RPLP2,ribosomal protein lateral stalk subunit P2 [Source:NCBI gene (formerly Entrezgene);Acc:100513643],True,,13470.0,0.32688266038894653
ENSSSCG00000011398,SEMA3F,semaphorin 3F [Source:VGNC Symbol;Acc:VGNC:92698],True,,34063.0,0.3257943292458852
ENSSSCG00000010221,,,True,,,0.3243181264648835
ENSSSCG00000001931,,GRAM domain containing 2A [Source:UniProtKB Gene Name;Acc:A0A4X1TE29],True,,,0.3195563356081645
ENSSSCG00000042425,,,True,,,0.3190019925435384
ENSSSCG00000035103,PIGL,phosphatidylinositol glycan anchor biosynthesis class L [Source:VGNC Symbol;Acc:VGNC:91424],True,,134606.0,0.31861000259717304
ENSSSCG00000014003,MIER2,MIER family member 2 [Source:VGNC Symbol;Acc:VGNC:90220],True,,39242.0,0.31678900122642517
ENSSSCG00000014708,,,True,,,0.3167253335316976
ENSSSCG00000034313,SELENOW,selenoprotein W [Source:VGNC Symbol;Acc:VGNC:110393],True,,6009.0,0.3156706690788269
ENSSSCG00000012844,SLC25A22,solute carrier family 25 member 22 [Source:VGNC Symbol;Acc:VGNC:92999],True,,7842.0,0.31423232952753705
ENSSSCG00000011721,,,False,,,0.31405232350031537
ENSSSCG00000018073,,,True,,,0.3081392248471578
ENSSSCG00000042980,,,False,,,0.30564700563748676
ENSSSCG00000011806,MASP1,MBL associated serine protease 1 [Source:VGNC Symbol;Acc:VGNC:90032],True,,74698.0,0.3055126667022705
ENSSSCG00000033350,,,True,,,0.3048509955406189
ENSSSCG00000025447,MID1IP1,MID1 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100736958],True,,5120.0,0.30379366874694824
ENSSSCG00000037835,TRIM7,tripartite motif containing 7 [Source:VGNC Symbol;Acc:VGNC:94430],True,,11369.0,0.30297666788101196
ENSSSCG00000021292,OSBPL9,oxysterol binding protein like 9 [Source:VGNC Symbol;Acc:VGNC:91075],True,,221248.0,0.3003736734390259
ENSSSCG00000027124,,,True,,,0.2991156776746114
ENSSSCG00000013597,,ribosomal protein S28 [Source:VGNC Symbol;Acc:VGNC:100854],True,,,0.29867399235566455
ENSSSCG00000024416,MYH13,myosin heavy chain 13 [Source:VGNC Symbol;Acc:VGNC:99018],True,,72265.0,0.29811666409174603
ENSSSCG00000033606,H2AC8,H2A clustered histone 8 [Source:UniProtKB Gene Name;Acc:A0A480JJE7],True,,1594.0,0.2957583659638961
ENSSSCG00000027515,,Fc gamma binding protein,True,,,0.29546143487095833
ENSSSCG00000033196,MYORG,myosis regulating glycosidase [Source:VGNC Symbol;Acc:VGNC:112768],True,,10484.0,0.29507166147232056
ENSSSCG00000037132,POU2F2,POU class 2 homeobox 2 [Source:VGNC Symbol;Acc:VGNC:91673],True,,110475.0,0.29494399825731915
ENSSSCG00000035302,BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3 [Source:NCBI gene (formerly Entrezgene);Acc:100049671],True,,38188.0,0.2947345053156217
ENSSSCG00000023229,ETV5,ETS variant transcription factor 5 [Source:VGNC Symbol;Acc:VGNC:87814],True,,64004.0,0.2925463318824768
ENSSSCG00000031728,ABRA,actin binding Rho activating protein [Source:NCBI gene (formerly Entrezgene);Acc:100154546],True,,10761.0,0.2921290975064039
ENSSSCG00000005941,KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3 [Source:VGNC Symbol;Acc:VGNC:89424]",True,,199266.0,0.2915006677309672
ENSSSCG00000012318,MAGED1,MAGE family member D1 [Source:NCBI gene (formerly Entrezgene);Acc:414852],True,,99350.0,0.29137667020161945
ENSSSCG00000038044,GYG2,glycogenin 2 [Source:VGNC Symbol;Acc:VGNC:88759],True,,61538.0,0.2900082990527153
ENSSSCG00000005217,,RNA terminal phosphate cyclase like 1 [Source:VGNC Symbol;Acc:VGNC:92180],True,,,0.2892940044403076
ENSSSCG00000002787,E2F4,E2F transcription factor 4 [Source:VGNC Symbol;Acc:VGNC:87515],True,,6763.0,0.28881800174713135
ENSSSCG00000012026,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:NCBI gene (formerly Entrezgene);Acc:497061],True,,9654.0,0.2887540062268575
ENSSSCG00000031235,REN,renin [Source:VGNC Symbol;Acc:VGNC:92211],True,,35509.0,0.2876410086949666
ENSSSCG00000004144,HECA,"hdc homolog, cell cycle regulator [Source:VGNC Symbol;Acc:VGNC:88831]",True,,45727.0,0.28722033898035687
ENSSSCG00000031792,,,False,,,0.28718632459640503
ENSSSCG00000012310,BMP15,bone morphogenetic protein 15 [Source:NCBI gene (formerly Entrezgene);Acc:448811],True,,5906.0,0.2851339975992839
ENSSSCG00000036781,PRELID3A,PRELI domain containing 3A [Source:VGNC Symbol;Acc:VGNC:91788],True,,24342.0,0.2847010095914205
ENSSSCG00000050527,,,True,,,0.2834683259328206
ENSSSCG00000041869,,,True,,,0.2825100024541219
ENSSSCG00000035429,HJV,hemojuvelin BMP co-receptor [Source:VGNC Symbol;Acc:VGNC:96735],True,,19278.0,0.28074365854263306
ENSSSCG00000016279,PDE6D,phosphodiesterase 6D [Source:VGNC Symbol;Acc:VGNC:96474],True,,53918.0,0.27895333369572956
ENSSSCG00000043520,,,False,,,0.2787127395470937
ENSSSCG00000003828,FGGY,FGGY carbohydrate kinase domain containing [Source:VGNC Symbol;Acc:VGNC:97059],True,,514737.0,0.27724266052246094
ENSSSCG00000050184,,,True,,,0.27662599086761475
ENSSSCG00000017273,PSMD12,"proteasome 26S subunit, non-ATPase 12 [Source:VGNC Symbol;Acc:VGNC:91920]",True,,28689.0,0.2758353352546692
ENSSSCG00000038094,GPX7,glutathione peroxidase 7 [Source:VGNC Symbol;Acc:VGNC:97069],True,,6680.0,0.2757989962895711
ENSSSCG00000050688,,,True,,,0.2754080096880595
ENSSSCG00000014727,,,True,,,0.27396732568740845
ENSSSCG00000039953,PNRC1,proline rich nuclear receptor coactivator 1 [Source:VGNC Symbol;Acc:VGNC:91613],True,,4409.0,0.27344000339508057
ENSSSCG00000014040,LMAN2,"lectin, mannose binding 2 [Source:VGNC Symbol;Acc:VGNC:89750]",True,,36035.0,0.2723259925842285
ENSSSCG00000037071,,,True,,,0.2719043294588725
ENSSSCG00000014827,PLEKHB1,pleckstrin homology domain containing B1 [Source:NCBI gene (formerly Entrezgene);Acc:100513608],True,,16641.0,0.2718990047772725
ENSSSCG00000049051,,,False,,,0.2685363292694092
ENSSSCG00000001836,RLBP1,retinaldehyde binding protein 1 [Source:VGNC Symbol;Acc:VGNC:92327],True,,12708.0,0.26773406689365703
ENSSSCG00000004096,,,True,,,0.2668123245239258
ENSSSCG00000000611,,,True,,,0.26620933413505554
ENSSSCG00000012323,TSPYL2,TSPY like 2 [Source:VGNC Symbol;Acc:VGNC:94519],True,,6215.0,0.2658339937527974
ENSSSCG00000043756,,,False,,,0.2656433383623759
ENSSSCG00000047840,,,False,,,0.264382004737854
ENSSSCG00000030510,FBL,fibrillarin [Source:VGNC Symbol;Acc:VGNC:88022],True,,11987.0,0.2638433376948039
ENSSSCG00000041244,,,False,,,0.2636359930038452
ENSSSCG00000041733,,,False,,,0.25995800892512005
ENSSSCG00000012733,,,True,,,0.25800299644470215
ENSSSCG00000051584,,,False,,,0.25734100739161175
ENSSSCG00000006177,UBE2W,ubiquitin conjugating enzyme E2 W [Source:NCBI gene (formerly Entrezgene);Acc:100152196],True,,98813.0,0.25647900501887005
ENSSSCG00000017801,TRARG1,trafficking regulator of GLUT4 (SLC2A4) 1 [Source:NCBI gene (formerly Entrezgene);Acc:100126201],True,,21316.0,0.2559850017229716
ENSSSCG00000008001,,,True,,,0.25385334094365436
ENSSSCG00000046269,,,True,,,0.25059133768081665
ENSSSCG00000011755,NCEH1,neutral cholesterol ester hydrolase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100154209],True,,80969.0,0.24980533123016357
ENSSSCG00000004813,TTC23,tetratricopeptide repeat domain 23 [Source:VGNC Symbol;Acc:VGNC:94539],True,,114903.0,0.24965665737787882
ENSSSCG00000003080,,immunoglobulin superfamily member 23 [Source:VGNC Symbol;Acc:VGNC:89066],True,,,0.2496000031630198
ENSSSCG00000051087,,,False,,,0.24792200326919556
ENSSSCG00000001905,ARID3B,AT-rich interaction domain 3B [Source:VGNC Symbol;Acc:VGNC:85508],True,,56943.0,0.24774602303902307
ENSSSCG00000033892,EVA1B,eva-1 homolog B [Source:VGNC Symbol;Acc:VGNC:97055],True,,2124.0,0.24771499633789062
ENSSSCG00000008164,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:VGNC Symbol;Acc:VGNC:98114],True,,197840.0,0.24694200356801352
ENSSSCG00000039425,BPGM,bisphosphoglycerate mutase [Source:VGNC Symbol;Acc:VGNC:85863],True,,33005.0,0.24627999464670816
ENSSSCG00000005743,VAV2,vav guanine nucleotide exchange factor 2 [Source:VGNC Symbol;Acc:VGNC:94808],True,,230962.0,0.24622900287310281
ENSSSCG00000049717,,,False,,,0.24507033824920654
ENSSSCG00000006788,ADORA3,adenosine A3 receptor [Source:NCBI gene (formerly Entrezgene);Acc:606753],True,,4204.0,0.24398165941238403
ENSSSCG00000044318,,,True,,,0.24225977016612887
ENSSSCG00000037793,NIT1,nitrilase 1 [Source:VGNC Symbol;Acc:VGNC:90753],True,,7363.0,0.24173900485038757
ENSSSCG00000010370,,annexin A8 [Source:NCBI gene (formerly Entrezgene);Acc:100155930],True,,,0.24139066537221274
ENSSSCG00000013017,EHD1,EH domain containing 1 [Source:VGNC Symbol;Acc:VGNC:87595],True,,36730.0,0.23875099420547485
ENSSSCG00000033490,,,True,,,0.23798233270645142
ENSSSCG00000039306,,,False,,,0.23548966646194458
ENSSSCG00000037671,PACS2,phosphofurin acidic cluster sorting protein 2 [Source:VGNC Symbol;Acc:VGNC:91141],True,,97584.0,0.23515166838963827
ENSSSCG00000022353,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1 [Source:VGNC Symbol;Acc:VGNC:92087],True,,182621.0,0.23442800839742026
ENSSSCG00000021126,SOSTDC1,sclerostin domain containing 1 [Source:VGNC Symbol;Acc:VGNC:93346],True,,69099.0,0.23431766033172607
ENSSSCG00000040411,CCDC69,coiled-coil domain containing 69 [Source:VGNC Symbol;Acc:VGNC:86309],True,,43072.0,0.23397067685921988
ENSSSCG00000006281,NTMT2,N-terminal Xaa-Pro-Lys N-methyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:90155],True,,22907.0,0.23382070008665323
ENSSSCG00000014016,SQSTM1,sequestosome 1 [Source:VGNC Symbol;Acc:VGNC:93445],True,,31680.0,0.2335793375968933
ENSSSCG00000018998,,,True,,,0.23299133777618408
ENSSSCG00000009543,,myosin XVI [Source:VGNC Symbol;Acc:VGNC:109445],True,,,0.23222832878430685
ENSSSCG00000040321,,,False,,,0.22959833343823752
ENSSSCG00000029073,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4 [Source:NCBI gene (formerly Entrezgene);Acc:396585],True,,266396.0,0.2295343279838562
ENSSSCG00000017761,UNC119,unc-119 lipid binding chaperone [Source:VGNC Symbol;Acc:VGNC:94701],True,,5945.0,0.22894332806269327
ENSSSCG00000023612,,,True,,,0.22889965772628784
ENSSSCG00000017201,UNK,unk zinc finger [Source:VGNC Symbol;Acc:VGNC:94715],True,,40993.0,0.2282093365987142
ENSSSCG00000005465,SUSD1,sushi domain containing 1 [Source:VGNC Symbol;Acc:VGNC:93633],True,,134709.0,0.22802366813023886
ENSSSCG00000023584,,,True,,,0.22797253044943014
ENSSSCG00000010639,HABP2,hyaluronan binding protein 2 [Source:VGNC Symbol;Acc:VGNC:107397],True,,39055.0,0.22698134183883667
ENSSSCG00000000198,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22 [Source:VGNC Symbol;Acc:VGNC:103231],True,,11939.0,0.22686167558034262
ENSSSCG00000016698,HOXA11,homeobox A11 [Source:VGNC Symbol;Acc:VGNC:88935],True,,4075.0,0.2257550060749054
ENSSSCG00000005385,NR4A3,nuclear receptor subfamily 4 group A member 3 [Source:VGNC Symbol;Acc:VGNC:90885],True,,45036.0,0.2249756654103597
ENSSSCG00000049449,,,True,,,0.22347400585810342
ENSSSCG00000039609,ANKRD33B,ankyrin repeat domain 33B [Source:VGNC Symbol;Acc:VGNC:85334],True,,93746.0,0.22129033009211221
ENSSSCG00000034722,CCL14,C-C motif chemokine ligand 14 [Source:NCBI gene (formerly Entrezgene);Acc:100516223],True,,3745.0,0.21762633323669434
ENSSSCG00000050440,,,True,,,0.21760799487431845
ENSSSCG00000005628,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:VGNC Symbol;Acc:VGNC:93512]",True,,9179.0,0.21656099955240884
ENSSSCG00000008604,WDR35,WD repeat domain 35 [Source:VGNC Symbol;Acc:VGNC:94916],True,,79878.0,0.2160033384958903
ENSSSCG00000011294,,golgi associated kinase 1A [Source:VGNC Symbol;Acc:VGNC:88361],True,,,0.21515766779581705
ENSSSCG00000048519,,,True,,,0.21504966417948404
ENSSSCG00000046674,,,False,,,0.21485567092895508
ENSSSCG00000000144,TXN2,thioredoxin 2 [Source:VGNC Symbol;Acc:VGNC:94602],True,,15177.0,0.2140145649512609
ENSSSCG00000029339,SPATA2L,spermatogenesis associated 2 like [Source:NCBI gene (formerly Entrezgene);Acc:100415811],True,,5348.0,0.2136330008506775
ENSSSCG00000013772,ASF1B,anti-silencing function 1B histone chaperone [Source:NCBI gene (formerly Entrezgene);Acc:100192434],True,,17110.0,0.21344300111134848
ENSSSCG00000024520,,ATP binding cassette subfamily B member 4 [Source:UniProtKB Gene Name;Acc:A0A286ZNX9],True,,,0.21267032623291016
ENSSSCG00000042076,,,False,,,0.21250200271606445
ENSSSCG00000012151,NHS,NHS actin remodeling regulator [Source:VGNC Symbol;Acc:VGNC:90738],True,,360794.0,0.21099100510279337
ENSSSCG00000015035,C11orf52,chromosome 9 C11orf52 homolog [Source:VGNC Symbol;Acc:VGNC:86085],True,,8839.0,0.20905999342600504
ENSSSCG00000012179,ZFY,zinc finger protein Y-linked [Source:HGNC Symbol;Acc:HGNC:12870],True,,47231.0,0.20874599615732828
ENSSSCG00000048505,,,True,,,0.206345334649086
ENSSSCG00000022708,ZNF638,zinc finger protein 638 [Source:VGNC Symbol;Acc:VGNC:95281],True,,160646.0,0.2062803308169047
ENSSSCG00000006821,GSTM3,glutathione S-transferase mu 3 [Source:NCBI gene (formerly Entrezgene);Acc:100514231],True,,7106.0,0.2056139906247457
ENSSSCG00000015223,DDX25,DEAD-box helicase 25 [Source:VGNC Symbol;Acc:VGNC:87217],True,,40354.0,0.20494133730729422
ENSSSCG00000036434,,,False,,,0.2042583425839742
ENSSSCG00000000650,CLEC1B,C-type lectin domain family 1 member B [Source:VGNC Symbol;Acc:VGNC:86751],True,,27782.0,0.2038063406944275
ENSSSCG00000021904,SNORA5A,"small nucleolar RNA, H/ACA box 5A [Source:HGNC Symbol;Acc:HGNC:32588]",True,,133.0,0.2033146619796753
