Sample_ID,Tissue,Tissue_detail,Age,Stage,Sex
SAMN00001226,Liver,Liver,459,Adult_>365d,Female
SAMN00001227,Liver,Liver,389,Adult_>365d,Male
SAMN00001228,Liver,Liver,456,Adult_>365d,Female
SAMN00001229,Liver,Liver,665,Adult_>365d,Female
SAMN00001230,Liver,Liver,503,Adult_>365d,Male
SAMN00001231,Liver,Liver,593,Adult_>365d,Female
SAMN00001232,Liver,Liver,431,Adult_>365d,Female
SAMN00001233,Liver,Liver,642,Adult_>365d,Female
SAMN00001234,Liver,Liver,485,Adult_>365d,Female
SAMN00001235,Liver,Liver,502,Adult_>365d,Female
SAMN00001236,Liver,Liver,405,Adult_>365d,Male
SAMN00001237,Liver,Liver,412,Adult_>365d,Male
SAMN00001238,Liver,Liver,478,Adult_>365d,Male
SAMN00001239,Liver,Liver,517,Adult_>365d,Female
SAMN00001240,Liver,Liver,388,Adult_>365d,Male
SAMN00001241,Liver,Liver,539,Adult_>365d,Female
SAMN00001242,Liver,Liver,608,Adult_>365d,Male
SAMN00001243,Liver,Liver,674,Adult_>365d,Male
SAMN00001244,Blood,Blood,6,Infant_0_20d,Female
SAMN00001245,Blood,Blood,17,Infant_0_20d,Female
SAMN00001246,Blood,Blood,39,Early childhood_21_59d,Female
SAMN00001247,Blood,Blood,44,Early childhood_21_59d,Male
SAMN00001248,Blood,Blood,31,Early childhood_21_59d,Female
SAMN00001249,Blood,Blood,27,Early childhood_21_59d,Male
SAMN00001250,Blood,Blood,46,Early childhood_21_59d,Female
SAMN00001251,Blood,Blood,23,Early childhood_21_59d,Female
SAMN00001252,Blood,Blood,51,Early childhood_21_59d,Female
SAMN00001253,Blood,Blood,44,Early childhood_21_59d,Male
SAMN00001254,Blood,Blood,37,Early childhood_21_59d,Male
SAMN00001255,Blood,Blood,39,Early childhood_21_59d,Male
SAMN00001256,Blood,Blood,43,Early childhood_21_59d,Male
SAMN00001257,Blood,Blood,36,Early childhood_21_59d,Male
SAMN00001258,Blood,Blood,28,Early childhood_21_59d,Female
SAMN00001259,Blood,Blood,35,Early childhood_21_59d,Female
SAMN00001260,Blood,Blood,22,Early childhood_21_59d,Female
SAMN00001261,Blood,Blood,44,Early childhood_21_59d,Male
SAMN00001262,Blood,Blood,42,Early childhood_21_59d,Male
SAMN00001263,Blood,Blood,57,Early childhood_21_59d,Male
SAMN00001264,Blood,Blood,56,Early childhood_21_59d,Male
SAMN00001265,Blood,Blood,40,Early childhood_21_59d,Male
SAMN00001266,Blood,Blood,57,Early childhood_21_59d,Male
SAMN00001267,Blood,Blood,37,Early childhood_21_59d,Male
SAMN00001268,Blood,Blood,43,Early childhood_21_59d,Male
SAMN00001269,Blood,Blood,21,Early childhood_21_59d,Male
SAMN00001270,Blood,Blood,46,Early childhood_21_59d,Female
SAMN00001271,Blood,Blood,52,Early childhood_21_59d,Female
SAMN00001272,Blood,Blood,53,Early childhood_21_59d,Female
SAMN00001273,Blood,Blood,35,Early childhood_21_59d,Male
SAMN00001274,Blood,Blood,26,Early childhood_21_59d,Male
SAMN00001275,Blood,Blood,27,Early childhood_21_59d,Female
SAMN00001276,Blood,Blood,41,Early childhood_21_59d,Female
SAMN00001277,Blood,Blood,33,Early childhood_21_59d,Female
SAMN00001278,Blood,Blood,48,Early childhood_21_59d,Female
SAMN00001279,Blood,Blood,45,Early childhood_21_59d,Male
SAMN00001280,Blood,Blood,52,Early childhood_21_59d,Male
SAMN00001281,Blood,Blood,43,Early childhood_21_59d,Male
SAMN00001282,Blood,Blood,28,Early childhood_21_59d,Female
SAMN00001283,Blood,Blood,37,Early childhood_21_59d,Male
SAMN00001284,Blood,Blood,23,Early childhood_21_59d,Male
SAMN00001285,Blood,Blood,53,Early childhood_21_59d,Male
SAMN00001286,Blood,Blood,54,Early childhood_21_59d,Male
SAMN00001287,Blood,Blood,27,Early childhood_21_59d,Female
SAMN00001288,Blood,Blood,52,Early childhood_21_59d,Female
SAMN00001289,Blood,Blood,55,Early childhood_21_59d,Male
SAMN00001290,Blood,Blood,49,Early childhood_21_59d,Female
SAMN00001291,Blood,Blood,58,Early childhood_21_59d,Male
SAMN00001292,Blood,Blood,48,Early childhood_21_59d,Male
SAMN00001293,Blood,Blood,35,Early childhood_21_59d,Female
SAMN00001294,Blood,Blood,50,Early childhood_21_59d,Female
SAMN00001295,Blood,Blood,25,Early childhood_21_59d,Male
SAMN00001296,Blood,Blood,47,Early childhood_21_59d,Male
SAMN00001297,Blood,Blood,34,Early childhood_21_59d,Female
SAMN00001298,Blood,Blood,25,Early childhood_21_59d,Female
SAMN00001299,Blood,Blood,34,Early childhood_21_59d,Male
SAMN00001300,Blood,Blood,44,Early childhood_21_59d,Male
SAMN00001301,Blood,Blood,39,Early childhood_21_59d,Female
SAMN00001302,Blood,Blood,54,Early childhood_21_59d,Male
SAMN00001303,Blood,Blood,32,Early childhood_21_59d,Female
SAMN00001304,Blood,Blood,58,Early childhood_21_59d,Female
SAMN00001305,Blood,Blood,31,Early childhood_21_59d,Male
SAMN00001306,Blood,Blood,43,Early childhood_21_59d,Male
SAMN00001307,Blood,Blood,23,Early childhood_21_59d,Male
SAMN00001308,Blood,Blood,55,Early childhood_21_59d,Female
SAMN00001309,Blood,Blood,40,Early childhood_21_59d,Female
SAMN00001310,Blood,Blood,47,Early childhood_21_59d,Male
SAMN00001311,Blood,Blood,28,Early childhood_21_59d,Male
SAMN00001312,Blood,Blood,31,Early childhood_21_59d,Male
SAMN00001313,Blood,Blood,49,Early childhood_21_59d,Male
SAMN00001314,Blood,Blood,58,Early childhood_21_59d,Female
SAMN00001315,Blood,Blood,25,Early childhood_21_59d,Male
SAMN00001316,Blood,Blood,57,Early childhood_21_59d,Female
SAMN00001317,Blood,Blood,34,Early childhood_21_59d,Male
SAMN00001318,Blood,Blood,36,Early childhood_21_59d,Male
SAMN00001319,Blood,Blood,24,Early childhood_21_59d,Male
SAMN00001320,Blood,Blood,57,Early childhood_21_59d,Male
SAMN00001321,Blood,Blood,42,Early childhood_21_59d,Male
SAMN00001322,Blood,Blood,28,Early childhood_21_59d,Female
SAMN00001323,Blood,Blood,33,Early childhood_21_59d,Female
SAMN00001324,Blood,Blood,36,Early childhood_21_59d,Male
SAMN00001325,Blood,Blood,57,Early childhood_21_59d,Female
SAMN00001326,Blood,Blood,28,Early childhood_21_59d,Female
SAMN00001327,Blood,Blood,54,Early childhood_21_59d,Male
SAMN00001328,Blood,Blood,39,Early childhood_21_59d,Male
SAMN00001329,Blood,Blood,29,Early childhood_21_59d,Female
SAMN00001330,Blood,Blood,31,Early childhood_21_59d,Female
SAMN00001331,Blood,Blood,35,Early childhood_21_59d,Male
SAMN00001332,Blood,Blood,55,Early childhood_21_59d,Male
SAMN00001333,Blood,Blood,29,Early childhood_21_59d,Male
SAMN00001334,Blood,Blood,27,Early childhood_21_59d,Female
SAMN00001335,Blood,Blood,51,Early childhood_21_59d,Male
SAMN00001336,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001337,Blood,Blood,35,Early childhood_21_59d,Female
SAMN00001338,Blood,Blood,52,Early childhood_21_59d,Female
SAMN00001339,Blood,Blood,21,Early childhood_21_59d,Female
SAMN00001340,Blood,Blood,44,Early childhood_21_59d,Female
SAMN00001341,Blood,Blood,34,Early childhood_21_59d,Female
SAMN00001342,Blood,Blood,54,Early childhood_21_59d,Female
SAMN00001343,Blood,Blood,57,Early childhood_21_59d,Female
SAMN00001344,Blood,Blood,54,Early childhood_21_59d,Male
SAMN00001345,Blood,Blood,52,Early childhood_21_59d,Male
SAMN00001346,Blood,Blood,33,Early childhood_21_59d,Male
SAMN00001347,Blood,Blood,49,Early childhood_21_59d,Female
SAMN00001348,Blood,Blood,22,Early childhood_21_59d,Female
SAMN00001349,Blood,Blood,38,Early childhood_21_59d,Male
SAMN00001350,Blood,Blood,58,Early childhood_21_59d,Female
SAMN00001351,Blood,Blood,47,Early childhood_21_59d,Male
SAMN00001352,Blood,Blood,46,Early childhood_21_59d,Female
SAMN00001353,Blood,Blood,50,Early childhood_21_59d,Female
SAMN00001354,Blood,Blood,32,Early childhood_21_59d,Female
SAMN00001355,Blood,Blood,43,Early childhood_21_59d,Male
SAMN00001356,Blood,Blood,52,Early childhood_21_59d,Female
SAMN00001357,Blood,Blood,43,Early childhood_21_59d,Female
SAMN00001358,Blood,Blood,56,Early childhood_21_59d,Male
SAMN00001359,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001360,Blood,Blood,53,Early childhood_21_59d,Female
SAMN00001361,Blood,Blood,46,Early childhood_21_59d,Female
SAMN00001362,Blood,Blood,29,Early childhood_21_59d,Male
SAMN00001363,Blood,Blood,53,Early childhood_21_59d,Female
SAMN00001364,Blood,Blood,47,Early childhood_21_59d,Male
SAMN00001365,Blood,Blood,51,Early childhood_21_59d,Male
SAMN00001366,Blood,Blood,51,Early childhood_21_59d,Female
SAMN00001367,Blood,Blood,29,Early childhood_21_59d,Female
SAMN00001368,Blood,Blood,43,Early childhood_21_59d,Female
SAMN00001369,Blood,Blood,44,Early childhood_21_59d,Male
SAMN00001370,Blood,Blood,32,Early childhood_21_59d,Male
SAMN00001371,Blood,Blood,57,Early childhood_21_59d,Male
SAMN00001372,Blood,Blood,42,Early childhood_21_59d,Male
SAMN00001373,Blood,Blood,38,Early childhood_21_59d,Female
SAMN00001374,Blood,Blood,36,Early childhood_21_59d,Female
SAMN00001375,Blood,Blood,49,Early childhood_21_59d,Male
SAMN00001376,Blood,Blood,41,Early childhood_21_59d,Female
SAMN00001377,Blood,Blood,53,Early childhood_21_59d,Male
SAMN00001378,Blood,Blood,50,Early childhood_21_59d,Female
SAMN00001379,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001380,Blood,Blood,50,Early childhood_21_59d,Male
SAMN00001381,Blood,Blood,56,Early childhood_21_59d,Male
SAMN00001382,Blood,Blood,28,Early childhood_21_59d,Female
SAMN00001383,Blood,Blood,30,Early childhood_21_59d,Female
SAMN00001384,Blood,Blood,24,Early childhood_21_59d,Male
SAMN00001385,Blood,Blood,38,Early childhood_21_59d,Male
SAMN00001386,Blood,Blood,27,Early childhood_21_59d,Female
SAMN00001387,Blood,Blood,21,Early childhood_21_59d,Male
SAMN00001388,Blood,Blood,32,Early childhood_21_59d,Female
SAMN00001389,Blood,Blood,23,Early childhood_21_59d,Female
SAMN00001390,Blood,Blood,35,Early childhood_21_59d,Female
SAMN00001391,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001392,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001393,Blood,Blood,21,Early childhood_21_59d,Male
SAMN00001394,Blood,Blood,45,Early childhood_21_59d,Male
SAMN00001395,Blood,Blood,27,Early childhood_21_59d,Female
SAMN00001396,Blood,Blood,39,Early childhood_21_59d,Female
SAMN00001397,Blood,Blood,49,Early childhood_21_59d,Male
SAMN00001398,Blood,Blood,33,Early childhood_21_59d,Female
SAMN00001399,Blood,Blood,32,Early childhood_21_59d,Female
SAMN00001400,Blood,Blood,31,Early childhood_21_59d,Female
SAMN00001401,Blood,Blood,36,Early childhood_21_59d,Female
SAMN00001402,Blood,Blood,38,Early childhood_21_59d,Male
SAMN00001403,Blood,Blood,39,Early childhood_21_59d,Female
SAMN00001404,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001405,Blood,Blood,33,Early childhood_21_59d,Female
SAMN00001406,Blood,Blood,27,Early childhood_21_59d,Female
SAMN00001407,Blood,Blood,57,Early childhood_21_59d,Male
SAMN00001408,Blood,Blood,31,Early childhood_21_59d,Male
SAMN00001409,Blood,Blood,33,Early childhood_21_59d,Female
SAMN00001410,Blood,Blood,58,Early childhood_21_59d,Male
SAMN00001411,Blood,Blood,34,Early childhood_21_59d,Male
SAMN00001412,Blood,Blood,32,Early childhood_21_59d,Male
SAMN00001413,Blood,Blood,39,Early childhood_21_59d,Female
SAMN00001414,Blood,Blood,45,Early childhood_21_59d,Male
SAMN00001415,Blood,Blood,48,Early childhood_21_59d,Male
SAMN00001416,Blood,Blood,56,Early childhood_21_59d,Female
SAMN00001417,Blood,Blood,53,Early childhood_21_59d,Female
SAMN00001418,Blood,Blood,36,Early childhood_21_59d,Male
SAMN00001419,Blood,Blood,53,Early childhood_21_59d,Female
SAMN00001420,Blood,Blood,41,Early childhood_21_59d,Male
SAMN00001421,Blood,Blood,33,Early childhood_21_59d,Male
SAMN00001422,Blood,Blood,48,Early childhood_21_59d,Female
SAMN00001423,Blood,Blood,28,Early childhood_21_59d,Female
SAMN00001424,Blood,Blood,58,Early childhood_21_59d,Male
SAMN00001425,Blood,Blood,30,Early childhood_21_59d,Female
SAMN00001426,Blood,Blood,52,Early childhood_21_59d,Male
SAMN00001427,Blood,Blood,25,Early childhood_21_59d,Male
SAMN00001428,Blood,Blood,47,Early childhood_21_59d,Male
SAMN00001429,Blood,Blood,34,Early childhood_21_59d,Male
SAMN00001430,Blood,Blood,54,Early childhood_21_59d,Female
SAMN00001431,Blood,Blood,50,Early childhood_21_59d,Female
SAMN00001432,Blood,Blood,27,Early childhood_21_59d,Male
SAMN00001433,Blood,Blood,33,Early childhood_21_59d,Male
SAMN00001434,Blood,Blood,23,Early childhood_21_59d,Female
SAMN00001435,Blood,Blood,26,Early childhood_21_59d,Female
SAMN00001436,Blood,Blood,50,Early childhood_21_59d,Female
SAMN00001437,Blood,Blood,21,Early childhood_21_59d,Female
SAMN00001438,Blood,Blood,53,Early childhood_21_59d,Female
SAMN00001439,Blood,Blood,50,Early childhood_21_59d,Female
SAMN00001440,Blood,Blood,46,Early childhood_21_59d,Male
SAMN00001441,Blood,Blood,51,Early childhood_21_59d,Female
SAMN00001442,Blood,Blood,38,Early childhood_21_59d,Female
SAMN00001443,Blood,Blood,25,Early childhood_21_59d,Female
SAMN00001444,Blood,Blood,43,Early childhood_21_59d,Female
SAMN00001445,Blood,Blood,56,Early childhood_21_59d,Female
SAMN00001446,Blood,Blood,47,Early childhood_21_59d,Female
SAMN00001447,Blood,Blood,25,Early childhood_21_59d,Male
SAMN00001448,Blood,Blood,21,Early childhood_21_59d,Male
SAMN00001449,Blood,Blood,40,Early childhood_21_59d,Male
SAMN00001450,Blood,Blood,44,Early childhood_21_59d,Female
SAMN00001451,Blood,Blood,55,Early childhood_21_59d,Female
SAMN00001452,Blood,Blood,42,Early childhood_21_59d,Female
SAMN00001453,Blood,Blood,26,Early childhood_21_59d,Female
SAMN00001454,Blood,Blood,21,Early childhood_21_59d,Female
SAMN00001455,Blood,Blood,48,Early childhood_21_59d,Female
SAMN00001456,Blood,Blood,21,Early childhood_21_59d,Female
SAMN00001457,Blood,Blood,123,Pre_pubertal_60_149d,Male
SAMN00001458,Blood,Blood,128,Pre_pubertal_60_149d,Male
SAMN00001459,Blood,Blood,97,Pre_pubertal_60_149d,Female
SAMN00001460,Blood,Blood,88,Pre_pubertal_60_149d,Male
SAMN00001461,Blood,Blood,83,Pre_pubertal_60_149d,Male
SAMN00001462,Blood,Blood,146,Pre_pubertal_60_149d,Female
SAMN00001463,Blood,Blood,146,Pre_pubertal_60_149d,Female
SAMN00001464,Blood,Blood,81,Pre_pubertal_60_149d,Male
SAMN00001465,Blood,Blood,138,Pre_pubertal_60_149d,Female
SAMN00001466,Blood,Blood,83,Pre_pubertal_60_149d,Female
SAMN00001467,Blood,Blood,83,Pre_pubertal_60_149d,Female
SAMN00001468,Blood,Blood,76,Pre_pubertal_60_149d,Female
SAMN00001469,Blood,Blood,126,Pre_pubertal_60_149d,Male
SAMN00001470,Blood,Blood,92,Pre_pubertal_60_149d,Female
SAMN00001471,Blood,Blood,63,Pre_pubertal_60_149d,Female
SAMN00001472,Blood,Blood,110,Pre_pubertal_60_149d,Female
SAMN00001473,Blood,Blood,107,Pre_pubertal_60_149d,Male
SAMN00001474,Blood,Blood,85,Pre_pubertal_60_149d,Male
SAMN00001475,Blood,Blood,89,Pre_pubertal_60_149d,Male
SAMN00001476,Blood,Blood,113,Pre_pubertal_60_149d,Male
SAMN00001477,Blood,Blood,62,Pre_pubertal_60_149d,Male
SAMN00001478,Blood,Blood,67,Pre_pubertal_60_149d,Female
SAMN00001479,Blood,Blood,79,Pre_pubertal_60_149d,Female
SAMN00001480,Blood,Blood,67,Pre_pubertal_60_149d,Female
SAMN00001481,Blood,Blood,63,Pre_pubertal_60_149d,Female
SAMN00001482,Blood,Blood,132,Pre_pubertal_60_149d,Male
SAMN00001483,Blood,Blood,146,Pre_pubertal_60_149d,Male
SAMN00001484,Blood,Blood,97,Pre_pubertal_60_149d,Male
SAMN00001485,Blood,Blood,139,Pre_pubertal_60_149d,Male
SAMN00001486,Blood,Blood,75,Pre_pubertal_60_149d,Male
SAMN00001487,Blood,Blood,247,Post_pubertal_150_365d,Male
SAMN00001488,Blood,Blood,262,Post_pubertal_150_365d,Male
SAMN00001489,Blood,Blood,334,Post_pubertal_150_365d,Male
SAMN00001490,Blood,Blood,229,Post_pubertal_150_365d,Male
SAMN00001491,Blood,Blood,312,Post_pubertal_150_365d,Female
SAMN00001492,Blood,Blood,320,Post_pubertal_150_365d,Female
SAMN00001493,Blood,Blood,199,Post_pubertal_150_365d,Female
SAMN00001494,Blood,Blood,283,Post_pubertal_150_365d,Male
SAMN00001495,Blood,Blood,353,Post_pubertal_150_365d,Female
SAMN00001496,Blood,Blood,286,Post_pubertal_150_365d,Female
SAMN00001497,Blood,Blood,242,Post_pubertal_150_365d,Male
SAMN00001498,Blood,Blood,173,Post_pubertal_150_365d,Male
SAMN00001499,Blood,Blood,234,Post_pubertal_150_365d,Male
SAMN00001500,Blood,Blood,189,Post_pubertal_150_365d,Male
SAMN00001501,Blood,Blood,350,Post_pubertal_150_365d,Male
SAMN00001502,Blood,Blood,197,Post_pubertal_150_365d,Male
SAMN00001503,Blood,Blood,311,Post_pubertal_150_365d,Female
SAMN00001504,Blood,Blood,297,Post_pubertal_150_365d,Female
SAMN00001505,Blood,Blood,232,Post_pubertal_150_365d,Male
SAMN00001506,Blood,Blood,186,Post_pubertal_150_365d,Male
SAMN00001507,Blood,Blood,152,Post_pubertal_150_365d,Male
SAMN00001508,Blood,Blood,261,Post_pubertal_150_365d,Female
SAMN00001509,Blood,Blood,211,Post_pubertal_150_365d,Female
SAMN00001510,Blood,Blood,337,Post_pubertal_150_365d,Male
SAMN00001511,Blood,Blood,264,Post_pubertal_150_365d,Male
SAMN00001512,Blood,Blood,200,Post_pubertal_150_365d,Female
SAMN00001513,Blood,Blood,271,Post_pubertal_150_365d,Male
SAMN00001514,Blood,Blood,287,Post_pubertal_150_365d,Female
SAMN00001515,Blood,Blood,363,Post_pubertal_150_365d,Male
SAMN00001516,Blood,Blood,214,Post_pubertal_150_365d,Male
SAMN00001517,Blood,Blood,213,Post_pubertal_150_365d,Male
SAMN00001518,Blood,Blood,334,Post_pubertal_150_365d,Female
SAMN00001519,Blood,Blood,246,Post_pubertal_150_365d,Female
SAMN00001520,Blood,Blood,321,Post_pubertal_150_365d,Male
SAMN00001521,Blood,Blood,152,Post_pubertal_150_365d,Male
SAMN00001522,Blood,Blood,273,Post_pubertal_150_365d,Male
SAMN00001523,Blood,Blood,291,Post_pubertal_150_365d,Female
SAMN00001524,Blood,Blood,244,Post_pubertal_150_365d,Male
SAMN00001525,Blood,Blood,213,Post_pubertal_150_365d,Male
SAMN00001526,Blood,Blood,727,Adult_>365d,Female
SAMN00001527,Blood,Blood,366,Adult_>365d,Female
SAMN00001528,Lung,Lung,17,Infant_0_20d,Male
SAMN00001529,Lung,Lung,17,Infant_0_20d,Male
SAMN00001530,Lung,Lung,7,Infant_0_20d,Female
SAMN00001531,Lung,Lung,8,Infant_0_20d,Male
SAMN00001532,Lung,Lung,15,Infant_0_20d,Female
SAMN00001533,Lung,Lung,12,Infant_0_20d,Female
SAMN00001534,Lung,Lung,9,Infant_0_20d,Male
SAMN00001535,Lung,Lung,11,Infant_0_20d,Male
SAMN00001536,Lung,Lung,4,Infant_0_20d,Male
SAMN00001537,Lung,Lung,11,Infant_0_20d,Female
SAMN00001538,Lung,Lung,8,Infant_0_20d,Female
SAMN00001539,Lung,Lung,11,Infant_0_20d,Male
SAMN00001540,Lung,Lung,13,Infant_0_20d,Female
SAMN00001541,Lung,Lung,9,Infant_0_20d,Male
SAMN00001542,Lung,Lung,15,Infant_0_20d,Female
SAMN00001543,Lung,Lung,11,Infant_0_20d,Male
SAMN00001544,Lung,Lung,12,Infant_0_20d,Female
SAMN00001545,Lung,Lung,14,Infant_0_20d,Female
SAMN00001546,Lung,Lung,9,Infant_0_20d,Female
SAMN00001547,Lung,Lung,11,Infant_0_20d,Male
SAMN00001548,Lung,Lung,18,Infant_0_20d,Male
SAMN00001549,Lung,Lung,1,Infant_0_20d,Male
SAMN00001550,Lung,Lung,16,Infant_0_20d,Female
SAMN00001551,Lung,Lung,4,Infant_0_20d,Male
SAMN00001552,Lung,Lung,7,Infant_0_20d,Male
SAMN00001553,Lung,Lung,13,Infant_0_20d,Male
SAMN00001554,Lung,Lung,16,Infant_0_20d,Male
SAMN00001555,Lung,Lung,8,Infant_0_20d,Female
SAMN00001556,Lung,Lung,6,Infant_0_20d,Female
SAMN00001557,Lung,Lung,7,Infant_0_20d,Male
SAMN00001558,Lung,Lung,3,Infant_0_20d,Female
SAMN00001559,Lung,Lung,2,Infant_0_20d,Female
SAMN00001560,Lung,Lung,3,Infant_0_20d,Female
SAMN00001561,Lung,Lung,7,Infant_0_20d,Male
SAMN00001562,Lung,Lung,15,Infant_0_20d,Female
SAMN00001563,Lung,Lung,5,Infant_0_20d,Female
SAMN00001564,Lung,Lung,17,Infant_0_20d,Male
SAMN00001565,Lung,Lung,18,Infant_0_20d,Female
SAMN00001566,Lung,Lung,16,Infant_0_20d,Male
SAMN00001567,Lung,Lung,18,Infant_0_20d,Male
SAMN00001568,Lung,Lung,27,Early childhood_21_59d,Female
SAMN00001569,Lung,Lung,23,Early childhood_21_59d,Male
SAMN00001570,Lung,Lung,40,Early childhood_21_59d,Female
SAMN00001571,Lung,Lung,54,Early childhood_21_59d,Male
SAMN00001572,Lung,Lung,23,Early childhood_21_59d,Male
SAMN00001573,Lung,Lung,39,Early childhood_21_59d,Female
SAMN00001574,Lung,Lung,47,Early childhood_21_59d,Female
SAMN00001575,Lung,Lung,42,Early childhood_21_59d,Female
SAMN00001576,Lung,Lung,23,Early childhood_21_59d,Female
SAMN00001577,Lung,Lung,29,Early childhood_21_59d,Male
SAMN00001578,Lung,Lung,57,Early childhood_21_59d,Female
SAMN00001579,Lung,Lung,25,Early childhood_21_59d,Male
SAMN00001580,Lung,Lung,31,Early childhood_21_59d,Female
SAMN00001581,Lung,Lung,55,Early childhood_21_59d,Male
SAMN00001582,Lung,Lung,28,Early childhood_21_59d,Male
SAMN00001583,Lung,Lung,27,Early childhood_21_59d,Male
SAMN00001584,Lung,Lung,28,Early childhood_21_59d,Female
SAMN00001585,Lung,Lung,29,Early childhood_21_59d,Female
SAMN00001586,Lung,Lung,34,Early childhood_21_59d,Female
SAMN00001587,Lung,Lung,51,Early childhood_21_59d,Female
SAMN00001588,Lung,Lung,32,Early childhood_21_59d,Female
SAMN00001589,Lung,Lung,21,Early childhood_21_59d,Male
SAMN00001590,Lung,Lung,58,Early childhood_21_59d,Female
SAMN00001591,Lung,Lung,24,Early childhood_21_59d,Male
SAMN00001592,Lung,Lung,31,Early childhood_21_59d,Male
SAMN00001593,Lung,Lung,32,Early childhood_21_59d,Female
SAMN00001594,Lung,Lung,145,Pre_pubertal_60_149d,Male
SAMN00001595,Lung,Lung,60,Pre_pubertal_60_149d,Female
SAMN00001596,Lung,Lung,138,Pre_pubertal_60_149d,Female
SAMN00001597,Lung,Lung,144,Pre_pubertal_60_149d,Male
SAMN00001598,Lung,Lung,66,Pre_pubertal_60_149d,Female
SAMN00001599,Lung,Lung,90,Pre_pubertal_60_149d,Male
SAMN00001600,Lung,Lung,133,Pre_pubertal_60_149d,Female
SAMN00001601,Lung,Lung,115,Pre_pubertal_60_149d,Male
SAMN00001602,Lung,Lung,82,Pre_pubertal_60_149d,Female
SAMN00001603,Lung,Lung,140,Pre_pubertal_60_149d,Male
SAMN00001604,Lung,Lung,120,Pre_pubertal_60_149d,Male
SAMN00001605,Lung,Lung,128,Pre_pubertal_60_149d,Male
SAMN00001606,Lung,Lung,68,Pre_pubertal_60_149d,Female
SAMN00001607,Lung,Lung,74,Pre_pubertal_60_149d,Male
SAMN00001608,Lung,Lung,109,Pre_pubertal_60_149d,Female
SAMN00001609,Lung,Lung,120,Pre_pubertal_60_149d,Female
SAMN00001610,Lung,Lung,69,Pre_pubertal_60_149d,Female
SAMN00001611,Lung,Lung,77,Pre_pubertal_60_149d,Male
SAMN00001612,Lung,Lung,75,Pre_pubertal_60_149d,Male
SAMN00001613,Lung,Lung,76,Pre_pubertal_60_149d,Female
SAMN00001614,Lung,Lung,100,Pre_pubertal_60_149d,Male
SAMN00001615,Lung,Lung,132,Pre_pubertal_60_149d,Female
SAMN00001616,Lung,Lung,113,Pre_pubertal_60_149d,Male
SAMN00001617,Lung,Lung,99,Pre_pubertal_60_149d,Female
SAMN00001618,Lung,Lung,62,Pre_pubertal_60_149d,Female
SAMN00001619,Lung,Lung,60,Pre_pubertal_60_149d,Male
SAMN00001620,Lung,Lung,81,Pre_pubertal_60_149d,Male
SAMN00001621,Lung,Lung,69,Pre_pubertal_60_149d,Male
SAMN00001622,Lung,Lung,61,Pre_pubertal_60_149d,Male
SAMN00001623,Lung,Lung,136,Pre_pubertal_60_149d,Female
SAMN00001624,Lung,Lung,89,Pre_pubertal_60_149d,Male
SAMN00001625,Lung,Lung,95,Pre_pubertal_60_149d,Male
SAMN00001626,Lung,Lung,105,Pre_pubertal_60_149d,Male
SAMN00001627,Lung,Lung,64,Pre_pubertal_60_149d,Female
SAMN00001628,Lung,Lung,64,Pre_pubertal_60_149d,Female
SAMN00001629,Lung,Lung,111,Pre_pubertal_60_149d,Male
SAMN00001630,Lung,Lung,85,Pre_pubertal_60_149d,Male
SAMN00001631,Lung,Lung,95,Pre_pubertal_60_149d,Male
SAMN00001632,Lung,Lung,134,Pre_pubertal_60_149d,Male
SAMN00001633,Lung,Lung,126,Pre_pubertal_60_149d,Female
SAMN00001634,Lung,Lung,125,Pre_pubertal_60_149d,Male
SAMN00001635,Lung,Lung,115,Pre_pubertal_60_149d,Male
SAMN00001636,Lung,Lung,64,Pre_pubertal_60_149d,Female
SAMN00001637,Lung,Lung,92,Pre_pubertal_60_149d,Male
SAMN00001638,Lung,Lung,67,Pre_pubertal_60_149d,Female
SAMN00001639,Lung,Lung,120,Pre_pubertal_60_149d,Male
SAMN00001640,Lung,Lung,119,Pre_pubertal_60_149d,Male
SAMN00001641,Lung,Lung,110,Pre_pubertal_60_149d,Male
SAMN00001642,Lung,Lung,353,Post_pubertal_150_365d,Female
SAMN00001643,Lung,Lung,277,Post_pubertal_150_365d,Female
SAMN00001644,Lung,Lung,330,Post_pubertal_150_365d,Male
SAMN00001645,Lung,Lung,166,Post_pubertal_150_365d,Male
SAMN00001646,Lung,Lung,320,Post_pubertal_150_365d,Female
SAMN00001647,Lung,Lung,155,Post_pubertal_150_365d,Female
SAMN00001648,Lung,Lung,168,Post_pubertal_150_365d,Female
SAMN00001649,Lung,Lung,302,Post_pubertal_150_365d,Male
SAMN00001650,Lung,Lung,207,Post_pubertal_150_365d,Male
SAMN00001651,Lung,Lung,186,Post_pubertal_150_365d,Female
SAMN00001652,Lung,Lung,359,Post_pubertal_150_365d,Male
SAMN00001653,Lung,Lung,255,Post_pubertal_150_365d,Female
SAMN00001654,Lung,Lung,344,Post_pubertal_150_365d,Female
SAMN00001655,Lung,Lung,175,Post_pubertal_150_365d,Female
