symbol,pig_gene_id,human_gene_id,is_one_to_one,homology_type
SKP2,ENSSSCG00000016835,ENSG00000145604,True,ortholog_one2one
SLA,ENSSSCG00000005949,ENSG00000155926,True,ortholog_one2one
SLAIN2,ENSSSCG00000008821,ENSG00000109171,True,ortholog_one2one
SLAMF1,ENSSSCG00000006380,ENSG00000117090,True,ortholog_one2one
SLAMF6,ENSSSCG00000006382,ENSG00000162739,True,ortholog_one2one
SLAMF7,ENSSSCG00000006378,ENSG00000026751,True,ortholog_one2one
SLAMF8,ENSSSCG00000006398,ENSG00000158714,True,ortholog_one2one
SLC10A6,ENSSSCG00000028952,ENSG00000145283,True,ortholog_one2one
SLC10A7,ENSSSCG00000009035,ENSG00000120519,True,ortholog_one2one
SLC11A1,ENSSSCG00000039798,ENSG00000018280,True,ortholog_one2one
SLC11A2,ENSSSCG00000034039,ENSG00000110911,True,ortholog_one2one
SLC12A1,ENSSSCG00000004659,ENSG00000074803,True,ortholog_one2one
SLC12A2,ENSSSCG00000014255,ENSG00000064651,True,ortholog_one2one
SLC12A3,ENSSSCG00000032643,ENSG00000070915,True,ortholog_one2one
SLC12A4,ENSSSCG00000028609,ENSG00000124067,True,ortholog_one2one
SLC12A5,ENSSSCG00000007437,ENSG00000124140,True,ortholog_one2one
SLC12A6,ENSSSCG00000002243,ENSG00000140199,True,ortholog_one2one
SLC12A7,ENSSSCG00000034302,ENSG00000113504,True,ortholog_one2one
SLC12A8,ENSSSCG00000011860,ENSG00000221955,True,ortholog_one2one
SLC12A9,ENSSSCG00000023619,ENSG00000146828,True,ortholog_one2one
SLC13A1,ENSSSCG00000016609,ENSG00000081800,True,ortholog_one2one
SLC16A10,ENSSSCG00000004419,ENSG00000112394,True,ortholog_one2one
SLC16A11,ENSSSCG00000017925,ENSG00000174326,True,ortholog_one2one
SLC16A5,ENSSSCG00000017215,ENSG00000170190,True,ortholog_one2one
SLC16A7,ENSSSCG00000000456,ENSG00000118596,True,ortholog_one2one
SLC16A8,ENSSSCG00000000113,ENSG00000100156,True,ortholog_one2one
SLC16A9,ENSSSCG00000010210,ENSG00000165449,True,ortholog_one2one
SLC17A1,ENSSSCG00000001107,ENSG00000124568,True,ortholog_one2one
SLC17A3,ENSSSCG00000037547,ENSG00000124564,True,ortholog_one2one
SLC17A4,ENSSSCG00000031944,ENSG00000146039,True,ortholog_one2one
SLC17A5,ENSSSCG00000004486,ENSG00000119899,True,ortholog_one2one
SLC17A6,ENSSSCG00000013343,ENSG00000091664,True,ortholog_one2one
SLC17A7,ENSSSCG00000003170,ENSG00000104888,True,ortholog_one2one
SLC17A8,ENSSSCG00000038946,ENSG00000179520,True,ortholog_one2one
SLC17A9,ENSSSCG00000040931,ENSG00000101194,True,ortholog_one2one
SLC18A1,ENSSSCG00000009601,ENSG00000036565,True,ortholog_one2one
SLC18A2,ENSSSCG00000020671,ENSG00000165646,True,ortholog_one2one
SLC18A3,ENSSSCG00000022274,ENSG00000187714,True,ortholog_one2one
SLC1A1,ENSSSCG00000005222,ENSG00000106688,True,ortholog_one2one
SLC1A2,ENSSSCG00000013296,ENSG00000110436,True,ortholog_one2one
SLC1A3,ENSSSCG00000016841,ENSG00000079215,True,ortholog_one2one
SLC1A4,ENSSSCG00000028282,ENSG00000115902,True,ortholog_one2one
SLC1A5,ENSSSCG00000003105,ENSG00000105281,True,ortholog_one2one
SLC1A6,ENSSSCG00000013833,ENSG00000105143,True,ortholog_one2one
SLC1A7,ENSSSCG00000003852,ENSG00000162383,True,ortholog_one2one
SLC20A2,ENSSSCG00000007027,ENSG00000168575,True,ortholog_one2one
SLC22A1,ENSSSCG00000004041,ENSG00000175003,True,ortholog_one2one
SLC22A12,ENSSSCG00000013025,ENSG00000197891,True,ortholog_one2one
SLC22A13,ENSSSCG00000011256,ENSG00000172940,True,ortholog_one2one
SLC22A14,ENSSSCG00000011255,ENSG00000144671,True,ortholog_one2one
SLC22A15,ENSSSCG00000006743,ENSG00000163393,True,ortholog_one2one
SLC22A16,ENSSSCG00000004399,ENSG00000004809,True,ortholog_one2one
SLC22A2,ENSSSCG00000004040,ENSG00000112499,True,ortholog_one2one
SLC22A23,ENSSSCG00000001004,ENSG00000137266,True,ortholog_one2one
SLC22A8,ENSSSCG00000029516,ENSG00000149452,True,ortholog_one2one
SLC24A4,ENSSSCG00000002450,ENSG00000140090,True,ortholog_one2one
SLC24A5,ENSSSCG00000004662,ENSG00000188467,True,ortholog_one2one
SLC25A10,ENSSSCG00000033620,ENSG00000183048,True,ortholog_one2one
SLC25A12,ENSSSCG00000015949,ENSG00000115840,True,ortholog_one2one
SLC25A14,ENSSSCG00000012660,ENSG00000102078,True,ortholog_one2one
SLC25A15,ENSSSCG00000009373,ENSG00000102743,True,ortholog_one2one
SLC25A16,ENSSSCG00000022303,ENSG00000122912,True,ortholog_one2one
SLC25A19,ENSSSCG00000017208,ENSG00000125454,True,ortholog_one2one
SLC25A20,ENSSSCG00000011366,ENSG00000178537,True,ortholog_one2one
SLC25A21,ENSSSCG00000039317,ENSG00000183032,True,ortholog_one2one
SLC25A22,ENSSSCG00000012844,ENSG00000177542,True,ortholog_one2one
SLC25A23,ENSSSCG00000013550,ENSG00000125648,True,ortholog_one2one
SLC25A24,ENSSSCG00000006848,ENSG00000085491,True,ortholog_one2one
SLC25A25,ENSSSCG00000005636,ENSG00000148339,True,ortholog_one2one
SLC25A27,ENSSSCG00000001720,ENSG00000153291,True,ortholog_one2one
SLC25A32,ENSSSCG00000006049,ENSG00000164933,True,ortholog_one2one
SLC25A38,ENSSSCG00000029708,ENSG00000144659,True,ortholog_one2one
SLC25A40,ENSSSCG00000026177,ENSG00000075303,True,ortholog_one2one
SLC25A41,ENSSSCG00000032785,ENSG00000181240,True,ortholog_one2one
SLC25A42,ENSSSCG00000013927,ENSG00000181035,True,ortholog_one2one
SLC25A43,ENSSSCG00000012624,ENSG00000077713,True,ortholog_one2one
SLC25A44,ENSSSCG00000006494,ENSG00000160785,True,ortholog_one2one
SLC25A45,ENSSSCG00000012993,ENSG00000162241,True,ortholog_one2one
SLC25A46,ENSSSCG00000014197,ENSG00000164209,True,ortholog_one2one
SLC25A47,ENSSSCG00000002515,ENSG00000140107,True,ortholog_one2one
SLC25A48,ENSSSCG00000014311,ENSG00000145832,True,ortholog_one2one
SLC25A5,ENSSSCG00000012623,ENSG00000005022,True,ortholog_one2one
SLC26A1,ENSSSCG00000035739,ENSG00000145217,True,ortholog_one2one
SLC26A11,ENSSSCG00000021040,ENSG00000181045,True,ortholog_one2one
SLC26A2,ENSSSCG00000039045,ENSG00000155850,True,ortholog_one2one
SLC26A3,ENSSSCG00000021813,ENSG00000091138,True,ortholog_one2one
SLC27A5,ENSSSCG00000031449,ENSG00000083807,True,ortholog_one2one
SLC28A1,ENSSSCG00000002632,ENSG00000156222,True,ortholog_one2one
SLC28A2,ENSSSCG00000004673,ENSG00000137860,True,ortholog_one2one
SLC28A3,ENSSSCG00000010960,ENSG00000197506,True,ortholog_one2one
SLC29A1,ENSSSCG00000001700,ENSG00000112759,True,ortholog_one2one
SLC29A2,ENSSSCG00000012941,ENSG00000174669,True,ortholog_one2one
SLC29A4,ENSSSCG00000027768,ENSG00000164638,True,ortholog_one2one
SLC2A11,ENSSSCG00000010068,ENSG00000133460,True,ortholog_one2one
SLC2A13,ENSSSCG00000000783,ENSG00000151229,True,ortholog_one2one
SLC2A2,ENSSSCG00000020927,ENSG00000163581,True,ortholog_one2one
SLC2A4,ENSSSCG00000023915,ENSG00000181856,True,ortholog_one2one
SLC2A4RG,ENSSSCG00000037562,ENSG00000125520,True,ortholog_one2one
SLC2A5,ENSSSCG00000039651,ENSG00000142583,True,ortholog_one2one
SLC2A7,ENSSSCG00000003390,ENSG00000197241,True,ortholog_one2one
SLC2A8,ENSSSCG00000005610,ENSG00000136856,True,ortholog_one2one
SLC30A1,ENSSSCG00000039472,ENSG00000170385,True,ortholog_one2one
SLC30A4,ENSSSCG00000004668,ENSG00000104154,True,ortholog_one2one
SLC30A6,ENSSSCG00000008518,ENSG00000152683,True,ortholog_one2one
SLC30A7,ENSSSCG00000006860,ENSG00000162695,True,ortholog_one2one
SLC30A8,ENSSSCG00000006011,ENSG00000164756,True,ortholog_one2one
SLC30A9,ENSSSCG00000008801,ENSG00000014824,True,ortholog_one2one
SLC31A1,ENSSSCG00000034278,ENSG00000136868,True,ortholog_one2one
SLC31A2,ENSSSCG00000023714,ENSG00000136867,True,ortholog_one2one
SLC32A1,ENSSSCG00000007348,ENSG00000101438,True,ortholog_one2one
SLC33A1,ENSSSCG00000025316,ENSG00000169359,True,ortholog_one2one
SLC34A1,ENSSSCG00000037535,ENSG00000131183,True,ortholog_one2one
SLC34A2,ENSSSCG00000008758,ENSG00000157765,True,ortholog_one2one
SLC34A3,ENSSSCG00000040105,ENSG00000198569,True,ortholog_one2one
SLC35A1,ENSSSCG00000004304,ENSG00000164414,True,ortholog_one2one
SLC35A2,ENSSSCG00000024841,ENSG00000102100,True,ortholog_one2one
SLC35A3,ENSSSCG00000006871,ENSG00000117620,True,ortholog_one2one
SLC35A4,ENSSSCG00000014367,ENSG00000176087,True,ortholog_one2one
SLC35A5,ENSSSCG00000011929,ENSG00000138459,True,ortholog_one2one
SLC35B1,ENSSSCG00000033731,ENSG00000121073,True,ortholog_one2one
SLC35B2,ENSSSCG00000001702,ENSG00000157593,True,ortholog_one2one
SLC35B3,ENSSSCG00000001033,ENSG00000124786,True,ortholog_one2one
SLC35B4,ENSSSCG00000016541,ENSG00000205060,True,ortholog_one2one
SLC35C1,ENSSSCG00000025647,ENSG00000181830,True,ortholog_one2one
SLC35D1,ENSSSCG00000032043,ENSG00000116704,True,ortholog_one2one
SLC35D2,ENSSSCG00000039368,ENSG00000130958,True,ortholog_one2one
SLC35D3,ENSSSCG00000004159,ENSG00000182747,True,ortholog_one2one
SLC35E1,ENSSSCG00000013861,ENSG00000127526,True,ortholog_one2one
SLC35E3,ENSSSCG00000000487,ENSG00000175782,True,ortholog_one2one
SLC35E4,ENSSSCG00000010012,ENSG00000100036,True,ortholog_one2one
SLC35F1,ENSSSCG00000004250,ENSG00000196376,True,ortholog_one2one
SLC35F2,ENSSSCG00000015001,ENSG00000110660,True,ortholog_one2one
SLC35F3,ENSSSCG00000010162,ENSG00000183780,True,ortholog_one2one
SLC35F4,ENSSSCG00000005068,ENSG00000151812,True,ortholog_one2one
SLC35F5,ENSSSCG00000015709,ENSG00000115084,True,ortholog_one2one
SLC35F6,ENSSSCG00000008562,ENSG00000213699,True,ortholog_one2one
SLC35G1,ENSSSCG00000027230,ENSG00000176273,True,ortholog_one2one
SLC35G2,ENSSSCG00000021508,ENSG00000168917,True,ortholog_one2one
SLC36A1,ENSSSCG00000035442,ENSG00000123643,True,ortholog_one2one
SLC36A2,ENSSSCG00000017086,ENSG00000186335,True,ortholog_one2one
SLC36A3,ENSSSCG00000038877,ENSG00000186334,True,ortholog_one2one
SLC36A4,ENSSSCG00000024933,ENSG00000180773,True,ortholog_one2one
SLC37A1,ENSSSCG00000012087,ENSG00000160190,True,ortholog_one2one
SLC37A2,ENSSSCG00000022536,ENSG00000134955,True,ortholog_one2one
SLC37A3,ENSSSCG00000032266,ENSG00000157800,True,ortholog_one2one
SLC39A12,ENSSSCG00000011039,ENSG00000148482,True,ortholog_one2one
SLC39A6,ENSSSCG00000027455,ENSG00000141424,True,ortholog_one2one
SLC39A8,ENSSSCG00000009169,ENSG00000138821,True,ortholog_one2one
SLC3A1,ENSSSCG00000008449,ENSG00000138079,True,ortholog_one2one
SLC3A2,ENSSSCG00000022404,ENSG00000168003,True,ortholog_one2one
SLC40A1,ENSSSCG00000027157,ENSG00000138449,True,ortholog_one2one
SLC41A1,ENSSSCG00000020783,ENSG00000133065,True,ortholog_one2one
SLC41A2,ENSSSCG00000000838,ENSG00000136052,True,ortholog_one2one
SLC41A3,ENSSSCG00000001825,ENSG00000114544,True,ortholog_one2one
SLC43A1,ENSSSCG00000036359,ENSG00000149150,True,ortholog_one2one
SLC43A2,ENSSSCG00000024108,ENSG00000167703,True,ortholog_one2one
SLC43A3,ENSSSCG00000033998,ENSG00000134802,True,ortholog_one2one
SLC44A1,ENSSSCG00000005425,ENSG00000070214,True,ortholog_one2one
SLC44A2,ENSSSCG00000013639,ENSG00000129353,True,ortholog_one2one
SLC4A11,ENSSSCG00000007157,ENSG00000088836,True,ortholog_one2one
SLC4A1AP,ENSSSCG00000008549,ENSG00000163798,True,ortholog_one2one
SLC4A4,ENSSSCG00000008943,ENSG00000080493,True,ortholog_one2one
SLC4A7,ENSSSCG00000011218,ENSG00000033867,True,ortholog_one2one
SLC4A8,ENSSSCG00000028060,ENSG00000050438,True,ortholog_one2one
SLC4A9,ENSSSCG00000014363,ENSG00000113073,True,ortholog_one2one
SLC50A1,ENSSSCG00000006529,ENSG00000169241,True,ortholog_one2one
SLC51A,ENSSSCG00000011846,ENSG00000163959,True,ortholog_one2one
SLC51B,ENSSSCG00000004923,ENSG00000186198,True,ortholog_one2one
SLC52A3,ENSSSCG00000007199,ENSG00000101276,True,ortholog_one2one
SLC5A11,ENSSSCG00000033071,ENSG00000158865,True,ortholog_one2one
SLC5A2,ENSSSCG00000024058,ENSG00000140675,True,ortholog_one2one
SLC5A4,ENSSSCG00000010039,ENSG00000100191,True,ortholog_one2one
SLC5A5,ENSSSCG00000013890,ENSG00000105641,True,ortholog_one2one
SLC5A7,ENSSSCG00000008140,ENSG00000115665,True,ortholog_one2one
SLC6A11,ENSSSCG00000039850,ENSG00000132164,True,ortholog_one2one
SLC6A12,ENSSSCG00000000749,ENSG00000111181,True,ortholog_one2one
SLC6A15,ENSSSCG00000000936,ENSG00000072041,True,ortholog_one2one
SLC6A17,ENSSSCG00000006811,ENSG00000197106,True,ortholog_one2one
SLC6A18,ENSSSCG00000017117,ENSG00000164363,True,ortholog_one2one
SLC6A19,ENSSSCG00000017120,ENSG00000174358,True,ortholog_one2one
SLC6A20,ENSSSCG00000028643,ENSG00000163817,True,ortholog_one2one
SLC6A3,ENSSSCG00000017121,ENSG00000142319,True,ortholog_one2one
SLC6A4,ENSSSCG00000017797,ENSG00000108576,True,ortholog_one2one
SLC6A5,ENSSSCG00000037705,ENSG00000165970,True,ortholog_one2one
SLC6A6,ENSSSCG00000011600,ENSG00000131389,True,ortholog_one2one
SLC6A7,ENSSSCG00000014447,ENSG00000011083,True,ortholog_one2one
SLC6A9,ENSSSCG00000039770,ENSG00000196517,True,ortholog_one2one
SLC7A1,ENSSSCG00000029456,ENSG00000139514,True,ortholog_one2one
SLC7A10,ENSSSCG00000002864,ENSG00000130876,True,ortholog_one2one
SLC7A3,ENSSSCG00000024346,ENSG00000165349,True,ortholog_one2one
SLC7A4,ENSSSCG00000010102,ENSG00000099960,True,ortholog_one2one
SLC9A5,ENSSSCG00000002783,ENSG00000135740,True,ortholog_one2one
SLC9A6,ENSSSCG00000012698,ENSG00000198689,True,ortholog_one2one
SLC9A7,ENSSSCG00000012266,ENSG00000065923,True,ortholog_one2one
SLC9A8,ENSSSCG00000007466,ENSG00000197818,True,ortholog_one2one
SLC9B1,ENSSSCG00000009162,ENSG00000164037,True,ortholog_one2one
SLC9B2,ENSSSCG00000028101,ENSG00000164038,True,ortholog_one2one
SLC9C1,ENSSSCG00000023918,ENSG00000172139,True,ortholog_one2one
SLCO1A2,ENSSSCG00000000584,ENSG00000084453,True,ortholog_one2one
SLCO1C1,ENSSSCG00000000585,ENSG00000139155,True,ortholog_one2one
SLCO2A1,ENSSSCG00000011641,ENSG00000174640,True,ortholog_one2one
SLCO2B1,ENSSSCG00000014851,ENSG00000137491,True,ortholog_one2one
SLCO3A1,ENSSSCG00000002263,ENSG00000176463,True,ortholog_one2one
SLCO4A1,ENSSSCG00000039419,ENSG00000101187,True,ortholog_one2one
SLCO4C1,ENSSSCG00000014182,ENSG00000173930,True,ortholog_one2one
SLF2,ENSSSCG00000037592,ENSG00000119906,True,ortholog_one2one
SLIT1,ENSSSCG00000010512,ENSG00000187122,True,ortholog_one2one
SLITRK1,ENSSSCG00000009485,ENSG00000178235,True,ortholog_one2one
SLITRK5,ENSSSCG00000009488,ENSG00000165300,True,ortholog_one2one
SLITRK6,ENSSSCG00000009486,ENSG00000184564,True,ortholog_one2one
SLK,ENSSSCG00000010606,ENSG00000065613,True,ortholog_one2one
SLMAP,ENSSSCG00000038873,ENSG00000163681,True,ortholog_one2one
SLPI,ENSSSCG00000039573,ENSG00000124107,True,ortholog_one2one
SLTM,ENSSSCG00000004592,ENSG00000137776,True,ortholog_one2one
SLU7,ENSSSCG00000017033,ENSG00000164609,True,ortholog_one2one
SLX4,ENSSSCG00000007954,ENSG00000188827,True,ortholog_one2one
SLX9,ENSSSCG00000028571,ENSG00000160256,True,ortholog_one2one
SMAD1,ENSSSCG00000009040,ENSG00000170365,True,ortholog_one2one
SMAD2,ENSSSCG00000004505,ENSG00000175387,True,ortholog_one2one
SMARCA1,ENSSSCG00000012649,ENSG00000102038,True,ortholog_one2one
SMARCA4,ENSSSCG00000013629,ENSG00000127616,True,ortholog_one2one
SMARCAD1,ENSSSCG00000009193,ENSG00000163104,True,ortholog_one2one
SMARCAL1,ENSSSCG00000035501,ENSG00000138375,True,ortholog_one2one
SMARCC2,ENSSSCG00000000382,ENSG00000139613,True,ortholog_one2one
SMARCD3,ENSSSCG00000016435,ENSG00000082014,True,ortholog_one2one
SMC1B,ENSSSCG00000032971,ENSG00000077935,True,ortholog_one2one
SMC2,ENSSSCG00000005403,ENSG00000136824,True,ortholog_one2one
SMC3,ENSSSCG00000010625,ENSG00000108055,True,ortholog_one2one
SMC4,ENSSSCG00000011731,ENSG00000113810,True,ortholog_one2one
SMC6,ENSSSCG00000008614,ENSG00000163029,True,ortholog_one2one
SMCHD1,ENSSSCG00000029030,ENSG00000101596,True,ortholog_one2one
SMCO1,ENSSSCG00000031614,ENSG00000214097,True,ortholog_one2one
SMCO2,ENSSSCG00000000550,ENSG00000165935,True,ortholog_one2one
SMCO3,ENSSSCG00000000610,ENSG00000179256,True,ortholog_one2one
SMG6,ENSSSCG00000017826,ENSG00000070366,True,ortholog_one2one
SMIM24,ENSSSCG00000038067,ENSG00000095932,True,ortholog_one2one
SMIM28,ENSSSCG00000048346,ENSG00000262543,True,ortholog_one2one
SMIM32,ENSSSCG00000040031,ENSG00000271824,True,ortholog_one2one
SMIM35,ENSSSCG00000050318,ENSG00000255274,True,ortholog_one2one
SMIM43,ENSSSCG00000044775,ENSG00000164112,True,ortholog_one2one
SMIM7,ENSSSCG00000013863,ENSG00000214046,True,ortholog_one2one
SMIM8,ENSSSCG00000004300,ENSG00000111850,True,ortholog_one2one
SMLR1,ENSSSCG00000033538,ENSG00000256162,True,ortholog_one2one
SMNDC1,ENSSSCG00000030507,ENSG00000119953,True,ortholog_one2one
SMO,ENSSSCG00000016569,ENSG00000128602,True,ortholog_one2one
SMOC1,ENSSSCG00000002314,ENSG00000198732,True,ortholog_one2one
SMOX,ENSSSCG00000007140,ENSG00000088826,True,ortholog_one2one
SMPD1,ENSSSCG00000014627,ENSG00000166311,True,ortholog_one2one
SMPD2,ENSSSCG00000004408,ENSG00000135587,True,ortholog_one2one
SMPD3,ENSSSCG00000002764,ENSG00000103056,True,ortholog_one2one
SMPX,ENSSSCG00000032720,ENSG00000091482,True,ortholog_one2one
SMU1,ENSSSCG00000010999,ENSG00000122692,True,ortholog_one2one
SMUG1,ENSSSCG00000024221,ENSG00000123415,True,ortholog_one2one
SMURF1,ENSSSCG00000030153,ENSG00000198742,True,ortholog_one2one
SMURF2,ENSSSCG00000032176,ENSG00000108854,True,ortholog_one2one
SMYD1,ENSSSCG00000008215,ENSG00000115593,True,ortholog_one2one
SMYD2,ENSSSCG00000015583,ENSG00000143499,True,ortholog_one2one
SMYD3,ENSSSCG00000022034,ENSG00000185420,True,ortholog_one2one
SMYD4,ENSSSCG00000017819,ENSG00000186532,True,ortholog_one2one
SMYD5,ENSSSCG00000008305,ENSG00000135632,True,ortholog_one2one
SNAI1,ENSSSCG00000032613,ENSG00000124216,True,ortholog_one2one
SNAI2,ENSSSCG00000039568,ENSG00000019549,True,ortholog_one2one
SNAI3,ENSSSCG00000040145,ENSG00000185669,True,ortholog_one2one
SNAP23,ENSSSCG00000038735,ENSG00000092531,True,ortholog_one2one
SNAP25,ENSSSCG00000026985,ENSG00000132639,True,ortholog_one2one
SNAP29,ENSSSCG00000010094,ENSG00000099940,True,ortholog_one2one
SNAPC1,ENSSSCG00000005097,ENSG00000023608,True,ortholog_one2one
SNCG,ENSSSCG00000026850,ENSG00000173267,True,ortholog_one2one
SND1,ENSSSCG00000016590,ENSG00000197157,True,ortholog_one2one
SNED1,ENSSSCG00000016381,ENSG00000162804,True,ortholog_one2one
SNF8,ENSSSCG00000021461,ENSG00000159210,True,ortholog_one2one
SNIP1,ENSSSCG00000029991,ENSG00000163877,True,ortholog_one2one
SNORA11G,ENSSSCG00000038263,ENSG00000221750,True,ortholog_one2one
SNORA12,ENSSSCG00000018383,ENSG00000212464,True,ortholog_one2one
SNORA20,ENSSSCG00000018605,ENSG00000207392,True,ortholog_one2one
SNORA21,ENSSSCG00000030374,ENSG00000199293,True,ortholog_one2one
SNORA28,ENSSSCG00000036992,ENSG00000272533,True,ortholog_one2one
SNORA29,ENSSSCG00000018530,ENSG00000206910,True,ortholog_one2one
SNORA2C,ENSSSCG00000020533,ENSG00000221491,True,ortholog_one2one
SNORA30,ENSSSCG00000019607,ENSG00000206755,True,ortholog_one2one
SNORA31,ENSSSCG00000020938,ENSG00000199477,True,ortholog_one2one
SNORA55,ENSSSCG00000025504,ENSG00000201457,True,ortholog_one2one
SNORA58B,ENSSSCG00000040143,ENSG00000201129,True,ortholog_one2one
SNORA59A,ENSSSCG00000041182,ENSG00000239149,True,ortholog_one2one
SNORA5C,ENSSSCG00000019629,ENSG00000201772,True,ortholog_one2one
SNORA65,ENSSSCG00000018580,ENSG00000201302,True,ortholog_one2one
SNORA66,ENSSSCG00000018448,ENSG00000207523,True,ortholog_one2one
SNORA68,ENSSSCG00000018685,ENSG00000207166,True,ortholog_one2one
SNORA79,ENSSSCG00000019738,ENSG00000221303,True,ortholog_one2one
SNORA8,ENSSSCG00000019451,ENSG00000207304,True,ortholog_one2one
SNORA80E,ENSSSCG00000019284,ENSG00000207475,True,ortholog_one2one
SNORA81,ENSSSCG00000020580,ENSG00000221420,True,ortholog_one2one
SNORA84,ENSSSCG00000034789,ENSG00000239183,True,ortholog_one2one
SNORC,ENSSSCG00000016294,ENSG00000182600,True,ortholog_one2one
SNORD10,ENSSSCG00000019619,ENSG00000238917,True,ortholog_one2one
SNORD101,ENSSSCG00000018352,ENSG00000206754,True,ortholog_one2one
SNORD113-9,ENSSSCG00000019064,ENSG00000201950,True,ortholog_one2one
SNORD121A,ENSSSCG00000018689,ENSG00000238886,True,ortholog_one2one
SNORD121B,ENSSSCG00000023577,ENSG00000238300,True,ortholog_one2one
SNORD124,ENSSSCG00000034694,ENSG00000238793,True,ortholog_one2one
SNORD125,ENSSSCG00000019402,ENSG00000239127,True,ortholog_one2one
SNORD126,ENSSSCG00000044313,ENSG00000238344,True,ortholog_one2one
SNORD127,ENSSSCG00000019885,ENSG00000239043,True,ortholog_one2one
SNORD17,ENSSSCG00000018309,ENSG00000212232,True,ortholog_one2one
SNORD19,ENSSSCG00000018540,ENSG00000212493,True,ortholog_one2one
SNORD19B,ENSSSCG00000019159,ENSG00000238862,True,ortholog_one2one
SNORD2,ENSSSCG00000018746,ENSG00000238942,True,ortholog_one2one
SNORD20,ENSSSCG00000018293,ENSG00000207280,True,ortholog_one2one
SNORD21,ENSSSCG00000018923,ENSG00000206680,True,ortholog_one2one
SNORD23,ENSSSCG00000020791,ENSG00000221803,True,ortholog_one2one
SNORD35A,ENSSSCG00000027829,ENSG00000200259,True,ortholog_one2one
SNORD35B,ENSSSCG00000024521,ENSG00000200530,True,ortholog_one2one
SNORD37,ENSSSCG00000029719,ENSG00000206775,True,ortholog_one2one
SNORD38A,ENSSSCG00000032021,ENSG00000202031,True,ortholog_one2one
SNORD45A,ENSSSCG00000019290,ENSG00000207241,True,ortholog_one2one
SNORD46,ENSSSCG00000018197,ENSG00000200913,True,ortholog_one2one
SNORD51,ENSSSCG00000040898,ENSG00000207047,True,ortholog_one2one
SNORD53,ENSSSCG00000020875,ENSG00000265145,True,ortholog_one2one
SNORD56,ENSSSCG00000018650,ENSG00000229686,True,ortholog_one2one
SNORD57,ENSSSCG00000018196,ENSG00000226572,True,ortholog_one2one
SNORD6,ENSSSCG00000018558,ENSG00000202314,True,ortholog_one2one
SNORD61,ENSSSCG00000018934,ENSG00000206979,True,ortholog_one2one
SNORD67,ENSSSCG00000029026,ENSG00000212135,True,ortholog_one2one
SNORD70B,ENSSSCG00000018574,ENSG00000212309,True,ortholog_one2one
SNORD71,ENSSSCG00000019395,ENSG00000223224,True,ortholog_one2one
SNORD72,ENSSSCG00000022062,ENSG00000212296,True,ortholog_one2one
SNORD8,ENSSSCG00000030175,ENSG00000200785,True,ortholog_one2one
SNORD83A,ENSSSCG00000018184,ENSG00000209482,True,ortholog_one2one
SNORD83B,ENSSSCG00000037826,ENSG00000209480,True,ortholog_one2one
SNORD90,ENSSSCG00000018665,ENSG00000212447,True,ortholog_one2one
SNRPA1,ENSSSCG00000005786,ENSG00000131876,True,ortholog_one2one
SNRPB,ENSSSCG00000040857,ENSG00000125835,True,ortholog_one2one
SNRPB2,ENSSSCG00000037602,ENSG00000125870,True,ortholog_one2one
SNRPC,ENSSSCG00000001531,ENSG00000124562,True,ortholog_one2one
SNRPD1,ENSSSCG00000003701,ENSG00000167088,True,ortholog_one2one
SNRPD2,ENSSSCG00000033500,ENSG00000125743,True,ortholog_one2one
SNRPD3,ENSSSCG00000010058,ENSG00000100028,True,ortholog_one2one
SNRPF,ENSSSCG00000000895,ENSG00000139343,True,ortholog_one2one
SNRPN,ENSSSCG00000028124,ENSG00000128739,True,ortholog_one2one
SNTB1,ENSSSCG00000005994,ENSG00000172164,True,ortholog_one2one
SNTG1,ENSSSCG00000034495,ENSG00000147481,True,ortholog_one2one
SNTN,ENSSSCG00000011492,ENSG00000188817,True,ortholog_one2one
SNUPN,ENSSSCG00000001877,ENSG00000169371,True,ortholog_one2one
SNX13,ENSSSCG00000024761,ENSG00000071189,True,ortholog_one2one
SNX29,ENSSSCG00000037232,ENSG00000048471,True,ortholog_one2one
SNX3,ENSSSCG00000004385,ENSG00000112335,True,ortholog_one2one
SNX30,ENSSSCG00000005471,ENSG00000148158,True,ortholog_one2one
SNX31,ENSSSCG00000006064,ENSG00000174226,True,ortholog_one2one
SNX32,ENSSSCG00000012975,ENSG00000172803,True,ortholog_one2one
SNX4,ENSSSCG00000036828,ENSG00000114520,True,ortholog_one2one
SNX6,ENSSSCG00000040912,ENSG00000129515,True,ortholog_one2one
SNX7,ENSSSCG00000006877,ENSG00000162627,True,ortholog_one2one
SNX8,ENSSSCG00000040977,ENSG00000106266,True,ortholog_one2one
SNX9,ENSSSCG00000030535,ENSG00000130340,True,ortholog_one2one
SOAT1,ENSSSCG00000021464,ENSG00000057252,True,ortholog_one2one
SOAT2,ENSSSCG00000000260,ENSG00000167780,True,ortholog_one2one
SOBP,ENSSSCG00000004379,ENSG00000112320,True,ortholog_one2one
SOCS1,ENSSSCG00000027855,ENSG00000185338,True,ortholog_one2one
SOCS3,ENSSSCG00000036956,ENSG00000184557,True,ortholog_one2one
SORT1,ENSSSCG00000006831,ENSG00000134243,True,ortholog_one2one
SOS1,ENSSSCG00000008478,ENSG00000115904,True,ortholog_one2one
SOS2,ENSSSCG00000005015,ENSG00000100485,True,ortholog_one2one
