symbol,pig_gene_id,human_gene_id
TRIM13,ENSSSCG00000009389,ENSG00000204977
TRIM14,ENSSSCG00000033222,ENSG00000106785
TRIM16,ENSSSCG00000034049,ENSG00000221926
TRIM17,ENSSSCG00000014000,ENSG00000162931
TRIM2,ENSSSCG00000029200,ENSG00000109654
TRIM21,ENSSSCG00000014780,ENSG00000132109
TRIM23,ENSSSCG00000016948,ENSG00000113595
TRIM24,ENSSSCG00000016518,ENSG00000122779
TRIM25,ENSSSCG00000017614,ENSG00000121060
TRIM28,ENSSSCG00000037920,ENSG00000130726
TRIM29,ENSSSCG00000015126,ENSG00000137699
TRIM32,ENSSSCG00000005501,ENSG00000119401
TRIM33,ENSSSCG00000006757,ENSG00000197323
TRIM34,ENSSSCG00000014672,ENSG00000258659
TRIM35,ENSSSCG00000033325,ENSG00000104228
TRIM36,ENSSSCG00000014214,ENSG00000152503
TRIM37,ENSSSCG00000023727,ENSG00000108395
TRIM38,ENSSSCG00000035153,ENSG00000112343
TRIM4,ENSSSCG00000007637,ENSG00000146833
TRIM41,ENSSSCG00000032836,ENSG00000146063
TRIM42,ENSSSCG00000011668,ENSG00000155890
TRIM44,ENSSSCG00000013295,ENSG00000166326
TRIM45,ENSSSCG00000006732,ENSG00000134253
TRIM46,ENSSSCG00000006526,ENSG00000163462
TRIM47,ENSSSCG00000017199,ENSG00000132481
TRIM50,ENSSSCG00000007703,ENSG00000146755
TRIM52,ENSSSCG00000035650,ENSG00000183718
TRIM54,ENSSSCG00000039557,ENSG00000138100
TRIM55,ENSSSCG00000006216,ENSG00000147573
TRIM56,ENSSSCG00000034347,ENSG00000169871
TRIM58,ENSSSCG00000040066,ENSG00000162722
TRIM59,ENSSSCG00000011732,ENSG00000213186
TRIM6,ENSSSCG00000032133,ENSG00000121236
TRIM62,ENSSSCG00000003620,ENSG00000116525
TRIM63,ENSSSCG00000027684,ENSG00000158022
TRIM65,ENSSSCG00000017195,ENSG00000141569
TRIM66,ENSSSCG00000014567,ENSG00000166436
TRIM67,ENSSSCG00000010177,ENSG00000119283
TRIM68,ENSSSCG00000014768,ENSG00000167333
TRIM69,ENSSSCG00000004681,ENSG00000185880
TRIM7,ENSSSCG00000037835,ENSG00000146054
TRIM71,ENSSSCG00000036996,ENSG00000206557
TRIM72,ENSSSCG00000007757,ENSG00000177238
TRIM8,ENSSSCG00000038856,ENSG00000171206
TRIM9,ENSSSCG00000005025,ENSG00000100505
TRIML1,ENSSSCG00000032493,ENSG00000184108
TRIML2,ENSSSCG00000006997,ENSG00000179046
TRIO,ENSSSCG00000016781,ENSG00000038382
TRIOBP,ENSSSCG00000020777,ENSG00000100106
TRIP10,ENSSSCG00000013554,ENSG00000125733
TRIP11,ENSSSCG00000002445,ENSG00000100815
TRIP12,ENSSSCG00000024373,ENSG00000153827
TRIP13,ENSSSCG00000034522,ENSG00000071539
TRIP4,ENSSSCG00000004552,ENSG00000103671
TRIP6,ENSSSCG00000027486,ENSG00000087077
TRIQK,ENSSSCG00000037733,ENSG00000205133
TRIR,ENSSSCG00000013727,ENSG00000123144
TRIT1,ENSSSCG00000003667,ENSG00000043514
TRMO,ENSSSCG00000005371,ENSG00000136932
TRMT1,ENSSSCG00000013744,ENSG00000104907
TRMT10A,ENSSSCG00000009180,ENSG00000145331
TRMT10B,ENSSSCG00000005354,ENSG00000165275
TRMT11,ENSSSCG00000004220,ENSG00000066651
TRMT112,ENSSSCG00000013029,ENSG00000173113
TRMT13,ENSSSCG00000006869,ENSG00000122435
TRMT1L,ENSSSCG00000021393,ENSG00000121486
TRMT2A,ENSSSCG00000010136,ENSG00000099899
TRMT2B,ENSSSCG00000012489,ENSG00000188917
TRMT44,ENSSSCG00000033873,ENSG00000155275
TRMT5,ENSSSCG00000024529,ENSG00000126814
TRMT6,ENSSSCG00000007046,ENSG00000089195
TRMT61A,ENSSSCG00000034738,ENSG00000166166
TRMT61B,ENSSSCG00000030147,ENSG00000171103
TRMT9B,ENSSSCG00000006969,ENSG00000250305
TRMU,ENSSSCG00000000007,ENSG00000100416
TRNAU1AP,ENSSSCG00000030284,ENSG00000180098
TRNP1,ENSSSCG00000027325,ENSG00000253368
TRNT1,ENSSSCG00000011529,ENSG00000072756
TRO,ENSSSCG00000039027,ENSG00000067445
TROAP,ENSSSCG00000023176,ENSG00000135451
TRPA1,ENSSSCG00000006186,ENSG00000104321
TRPC1,ENSSSCG00000011681,ENSG00000144935
TRPC3,ENSSSCG00000009092,ENSG00000138741
TRPC4,ENSSSCG00000009362,ENSG00000133107
TRPC4AP,ENSSSCG00000007289,ENSG00000100991
TRPC5,ENSSSCG00000012587,ENSG00000072315
TRPC6,ENSSSCG00000024022,ENSG00000137672
TRPC7,ENSSSCG00000014318,ENSG00000069018
TRPM1,ENSSSCG00000004843,ENSG00000134160
TRPM2,ENSSSCG00000023762,ENSG00000142185
TRPM3,ENSSSCG00000005257,ENSG00000083067
TRPM4,ENSSSCG00000022672,ENSG00000130529
TRPM5,ENSSSCG00000039644,ENSG00000070985
TRPM6,ENSSSCG00000005269,ENSG00000119121
TRPM7,ENSSSCG00000004636,ENSG00000092439
TRPM8,ENSSSCG00000016314,ENSG00000144481
TRPS1,ENSSSCG00000006018,ENSG00000104447
TRPT1,ENSSSCG00000013040,ENSG00000149743
TRPV1,ENSSSCG00000017863,ENSG00000196689
TRPV2,ENSSSCG00000018032,ENSG00000187688
TRPV3,ENSSSCG00000017862,ENSG00000167723
TRPV4,ENSSSCG00000009929,ENSG00000111199
TRPV6,ENSSSCG00000016469,ENSG00000165125
TRRAP,ENSSSCG00000007606,ENSG00000196367
TRUB1,ENSSSCG00000010653,ENSG00000165832
TRUB2,ENSSSCG00000005645,ENSG00000167112
TSACC,ENSSSCG00000006486,ENSG00000163467
TSC1,ENSSSCG00000046003,ENSG00000165699
TSC2,ENSSSCG00000008040,ENSG00000103197
TSC22D1,ENSSSCG00000009422,ENSG00000102804
TSC22D2,ENSSSCG00000011708,ENSG00000196428
TSEN15,ENSSSCG00000031121,ENSG00000198860
TSEN2,ENSSSCG00000011580,ENSG00000154743
TSEN34,ENSSSCG00000003268,ENSG00000170892
TSEN54,ENSSSCG00000036852,ENSG00000182173
TSFM,ENSSSCG00000037767,ENSG00000123297
TSGA10,ENSSSCG00000008186,ENSG00000135951
TSGA13,ENSSSCG00000016551,ENSG00000213265
TSHB,ENSSSCG00000006749,ENSG00000134200
TSHR,ENSSSCG00000031771,ENSG00000165409
TSHZ1,ENSSSCG00000004861,ENSG00000179981
TSHZ2,ENSSSCG00000007482,ENSG00000182463
TSHZ3,ENSSSCG00000025214,ENSG00000121297
TSKS,ENSSSCG00000003191,ENSG00000126467
TSKU,ENSSSCG00000014871,ENSG00000182704
TSLP,ENSSSCG00000014198,ENSG00000145777
TSN,ENSSSCG00000015729,ENSG00000211460
TSNARE1,ENSSSCG00000036022,ENSG00000171045
TSNAX,ENSSSCG00000010171,ENSG00000116918
TSNAXIP1,ENSSSCG00000002767,ENSG00000102904
TSPAN1,ENSSSCG00000003908,ENSG00000117472
TSPAN11,ENSSSCG00000000734,ENSG00000110900
TSPAN12,ENSSSCG00000016620,ENSG00000106025
TSPAN13,ENSSSCG00000015362,ENSG00000106537
TSPAN14,ENSSSCG00000010341,ENSG00000108219
TSPAN15,ENSSSCG00000036152,ENSG00000099282
TSPAN17,ENSSSCG00000014051,ENSG00000048140
TSPAN18,ENSSSCG00000013278,ENSG00000157570
TSPAN19,ENSSSCG00000040399,ENSG00000231738
TSPAN2,ENSSSCG00000006748,ENSG00000134198
TSPAN3,ENSSSCG00000001868,ENSG00000140391
TSPAN31,ENSSSCG00000036731,ENSG00000135452
TSPAN32,ENSSSCG00000033880,ENSG00000064201
TSPAN33,ENSSSCG00000016570,ENSG00000158457
TSPAN4,ENSSSCG00000012838,ENSG00000214063
TSPAN5,ENSSSCG00000029813,ENSG00000168785
TSPAN6,ENSSSCG00000012481,ENSG00000000003
TSPAN7,ENSSSCG00000012238,ENSG00000156298
TSPAN9,ENSSSCG00000000735,ENSG00000011105
TSPEAR,ENSSSCG00000022988,ENSG00000175894
TSPO,ENSSSCG00000000033,ENSG00000100300
TSPO2,ENSSSCG00000038553,ENSG00000112212
TSPOAP1,ENSSSCG00000017638,ENSG00000005379
TSPYL1,ENSSSCG00000004438,ENSG00000189241
TSPYL2,ENSSSCG00000012323,ENSG00000184205
TSPYL4,ENSSSCG00000047800,ENSG00000187189
TSPYL5,ENSSSCG00000033112,ENSG00000180543
TSR1,ENSSSCG00000038534,ENSG00000167721
TSR2,ENSSSCG00000012334,ENSG00000158526
TSR3,ENSSSCG00000008030,ENSG00000007520
TSSC4,ENSSSCG00000036015,ENSG00000184281
TSSK2,ENSSSCG00000010113,ENSG00000206203
TSSK3,ENSSSCG00000023968,ENSG00000162526
TSSK4,ENSSSCG00000025470,ENSG00000139908
TSSK6,ENSSSCG00000013937,ENSG00000178093
TST,ENSSSCG00000000133,ENSG00000128311
TSTD1,ENSSSCG00000006370,ENSG00000215845
TSTD2,ENSSSCG00000005367,ENSG00000136925
TTBK1,ENSSSCG00000001664,ENSG00000146216
TTBK2,ENSSSCG00000004718,ENSG00000128881
TTC1,ENSSSCG00000040528,ENSG00000113312
TTC12,ENSSSCG00000015047,ENSG00000149292
TTC13,ENSSSCG00000010180,ENSG00000143643
TTC14,ENSSSCG00000011767,ENSG00000163728
TTC16,ENSSSCG00000005616,ENSG00000167094
TTC17,ENSSSCG00000013284,ENSG00000052841
TTC19,ENSSSCG00000023747,ENSG00000011295
TTC21A,ENSSSCG00000011263,ENSG00000168026
TTC21B,ENSSSCG00000015908,ENSG00000123607
TTC23,ENSSSCG00000004813,ENSG00000103852
TTC24,ENSSSCG00000006479,ENSG00000187862
TTC27,ENSSSCG00000008512,ENSG00000018699
TTC28,ENSSSCG00000009968,ENSG00000100154
TTC29,ENSSSCG00000040272,ENSG00000137473
TTC3,ENSSSCG00000012062,ENSG00000182670
TTC31,ENSSSCG00000008275,ENSG00000115282
TTC33,ENSSSCG00000034966,ENSG00000113638
TTC34,ENSSSCG00000034547,ENSG00000215912
TTC38,ENSSSCG00000000003,ENSG00000075234
TTC39A,ENSSSCG00000003875,ENSG00000085831
TTC39B,ENSSSCG00000005186,ENSG00000155158
TTC39C,ENSSSCG00000003710,ENSG00000168234
TTC4,ENSSSCG00000003844,ENSG00000243725
TTC5,ENSSSCG00000002145,ENSG00000136319
TTC6,ENSSSCG00000001939,ENSG00000139865
TTC7A,ENSSSCG00000008434,ENSG00000068724
TTC7B,ENSSSCG00000002436,ENSG00000165914
TTC8,ENSSSCG00000002428,ENSG00000165533
TTC9,ENSSSCG00000020701,ENSG00000133985
TTC9C,ENSSSCG00000035472,ENSG00000162222
TTF1,ENSSSCG00000005725,ENSG00000125482
TTF2,ENSSSCG00000006733,ENSG00000116830
TTI1,ENSSSCG00000007340,ENSG00000101407
TTI2,ENSSSCG00000015833,ENSG00000129696
TTK,ENSSSCG00000004466,ENSG00000112742
TTL,ENSSSCG00000008097,ENSG00000114999
TTLL1,ENSSSCG00000000035,ENSG00000100271
TTLL10,ENSSSCG00000003336,ENSG00000162571
TTLL11,ENSSSCG00000038036,ENSG00000175764
TTLL12,ENSSSCG00000000034,ENSG00000100304
TTLL13,ENSSSCG00000031810,ENSG00000213471
TTLL3,ENSSSCG00000011552,ENSG00000214021
TTLL4,ENSSSCG00000016201,ENSG00000135912
TTLL5,ENSSSCG00000025984,ENSG00000119685
TTLL6,ENSSSCG00000017542,ENSG00000170703
TTLL7,ENSSSCG00000003760,ENSG00000137941
TTLL8,ENSSSCG00000000982,ENSG00000138892
TTLL9,ENSSSCG00000007236,ENSG00000131044
TTPAL,ENSSSCG00000036684,ENSG00000124120
TTR,ENSSSCG00000023686,ENSG00000118271
TTYH1,ENSSSCG00000003271,ENSG00000167614
TTYH2,ENSSSCG00000017238,ENSG00000141540
TTYH3,ENSSSCG00000007565,ENSG00000136295
TUB,ENSSSCG00000014581,ENSG00000166402
TUBA1B,ENSSSCG00000000190,ENSG00000123416
TUBA4A,ENSSSCG00000016216,ENSG00000127824
TUBAL3,ENSSSCG00000029077,ENSG00000178462
TUBB1,ENSSSCG00000007523,ENSG00000101162
TUBB2B,ENSSSCG00000033655,ENSG00000137285
TUBB3,ENSSSCG00000002639,ENSG00000258947
TUBB4A,ENSSSCG00000013545,ENSG00000104833
TUBB4B,ENSSSCG00000037046,ENSG00000188229
TUBB6,ENSSSCG00000038992,ENSG00000176014
TUBD1,ENSSSCG00000017669,ENSG00000108423
TUBE1,ENSSSCG00000004423,ENSG00000074935
TUBG1,ENSSSCG00000036106,ENSG00000131462
TUBGCP2,ENSSSCG00000010773,ENSG00000130640
TUBGCP3,ENSSSCG00000009553,ENSG00000126216
TUBGCP4,ENSSSCG00000004708,ENSG00000137822
TUBGCP6,ENSSSCG00000000972,ENSG00000128159
TUFM,ENSSSCG00000007803,ENSG00000178952
TUFT1,ENSSSCG00000006620,ENSG00000143367
TULP1,ENSSSCG00000035972,ENSG00000112041
TULP2,ENSSSCG00000003149,ENSG00000104804
TULP3,ENSSSCG00000000737,ENSG00000078246
TULP4,ENSSSCG00000031776,ENSG00000130338
TUSC1,ENSSSCG00000005128,ENSG00000198680
TUSC3,ENSSSCG00000021988,ENSG00000104723
TUT1,ENSSSCG00000013063,ENSG00000149016
TUT4,ENSSSCG00000003859,ENSG00000134744
TVP23A,ENSSSCG00000027101,ENSG00000166676
TVP23B,ENSSSCG00000018027,ENSG00000171928
TWF1,ENSSSCG00000000798,ENSG00000151239
TWF2,ENSSSCG00000011435,ENSG00000247596
TWIST2,ENSSSCG00000016343,ENSG00000233608
TWNK,ENSSSCG00000030428,ENSG00000107815
TWSG1,ENSSSCG00000039663,ENSG00000128791
TXK,ENSSSCG00000008819,ENSG00000074966
TXLNA,ENSSSCG00000003617,ENSG00000084652
TXLNB,ENSSSCG00000004143,ENSG00000164440
TXN,ENSSSCG00000005453,ENSG00000136810
TXN2,ENSSSCG00000000144,ENSG00000100348
TXNDC11,ENSSSCG00000007896,ENSG00000153066
TXNDC12,ENSSSCG00000003867,ENSG00000117862
TXNDC15,ENSSSCG00000026106,ENSG00000113621
TXNDC16,ENSSSCG00000035934,ENSG00000087301
TXNDC17,ENSSSCG00000035820,ENSG00000129235
TXNDC5,ENSSSCG00000034131,ENSG00000239264
TXNDC8,ENSSSCG00000005454,ENSG00000204193
TXNDC9,ENSSSCG00000008181,ENSG00000115514
TXNIP,ENSSSCG00000031262,ENSG00000265972
TXNL1,ENSSSCG00000004537,ENSG00000091164
TXNL4A,ENSSSCG00000005777,ENSG00000141759
TXNL4B,ENSSSCG00000025218,ENSG00000140830
TXNRD1,ENSSSCG00000000843,ENSG00000198431
TXNRD2,ENSSSCG00000010131,ENSG00000184470
TXNRD3,ENSSSCG00000023929,ENSG00000197763
TYK2,ENSSSCG00000013648,ENSG00000105397
TYMS,ENSSSCG00000040678,ENSG00000176890
TYR,ENSSSCG00000026409,ENSG00000077498
TYRO3,ENSSSCG00000004744,ENSG00000092445
TYROBP,ENSSSCG00000002919,ENSG00000011600
TYRP1,ENSSSCG00000005193,ENSG00000107165
TYSND1,ENSSSCG00000010259,ENSG00000156521
TYW1,ENSSSCG00000007733,ENSG00000198874
TYW3,ENSSSCG00000003779,ENSG00000162623
TYW5,ENSSSCG00000016087,ENSG00000162971
U2AF1,ENSSSCG00000033653,ENSG00000160201
U2AF1L4,ENSSSCG00000035162,ENSG00000161265
U2AF2,ENSSSCG00000034815,ENSG00000063244
U2SURP,ENSSSCG00000011684,ENSG00000163714
UACA,ENSSSCG00000004973,ENSG00000137831
UAP1,ENSSSCG00000006340,ENSG00000117143
UAP1L1,ENSSSCG00000040003,ENSG00000197355
UBA1,ENSSSCG00000012270,ENSG00000130985
UBA2,ENSSSCG00000031169,ENSG00000126261
UBA3,ENSSSCG00000011506,ENSG00000144744
UBA5,ENSSSCG00000011631,ENSG00000081307
UBA6,ENSSSCG00000008924,ENSG00000033178
UBA7,ENSSSCG00000011393,ENSG00000182179
UBAC1,ENSSSCG00000033162,ENSG00000130560
UBAC2,ENSSSCG00000009516,ENSG00000134882
UBALD1,ENSSSCG00000023603,ENSG00000153443
UBALD2,ENSSSCG00000023423,ENSG00000185262
UBAP1,ENSSSCG00000021761,ENSG00000165006
UBAP1L,ENSSSCG00000035506,ENSG00000246922
UBAP2,ENSSSCG00000010987,ENSG00000137073
UBAP2L,ENSSSCG00000006553,ENSG00000143569
UBASH3A,ENSSSCG00000029511,ENSG00000160185
UBASH3B,ENSSSCG00000015136,ENSG00000154127
UBB,ENSSSCG00000018033,ENSG00000170315
UBC,ENSSSCG00000029226,ENSG00000150991
UBE2A,ENSSSCG00000012621,ENSG00000077721
UBE2B,ENSSSCG00000038953,ENSG00000119048
UBE2C,ENSSSCG00000007423,ENSG00000175063
UBE2D1,ENSSSCG00000033323,ENSG00000072401
UBE2D2,ENSSSCG00000036711,ENSG00000131508
UBE2D3,ENSSSCG00000035622,ENSG00000109332
UBE2D4,ENSSSCG00000016722,ENSG00000078967
UBE2E2,ENSSSCG00000031392,ENSG00000182247
UBE2E3,ENSSSCG00000033987,ENSG00000170035
UBE2F,ENSSSCG00000027723,ENSG00000184182
UBE2G2,ENSSSCG00000027165,ENSG00000184787
UBE2H,ENSSSCG00000016564,ENSG00000186591
UBE2I,ENSSSCG00000021560,ENSG00000103275
UBE2J1,ENSSSCG00000004317,ENSG00000198833
UBE2J2,ENSSSCG00000003334,ENSG00000160087
UBE2K,ENSSSCG00000033602,ENSG00000078140
UBE2L3,ENSSSCG00000037143,ENSG00000185651
UBE2L6,ENSSSCG00000023379,ENSG00000156587
UBE2M,ENSSSCG00000037734,ENSG00000130725
UBE2N,ENSSSCG00000000908,ENSG00000177889
UBE2O,ENSSSCG00000029901,ENSG00000175931
UBE2Q1,ENSSSCG00000006544,ENSG00000160714
UBE2Q2,ENSSSCG00000027457,ENSG00000140367
UBE2QL1,ENSSSCG00000035825,ENSG00000215218
UBE2R2,ENSSSCG00000034725,ENSG00000107341
UBE2S,ENSSSCG00000035344,ENSG00000108106
UBE2T,ENSSSCG00000010923,ENSG00000077152
UBE2V1,ENSSSCG00000030632,ENSG00000244687
UBE2V2,ENSSSCG00000022190,ENSG00000169139
UBE2W,ENSSSCG00000006177,ENSG00000104343
UBE2Z,ENSSSCG00000025638,ENSG00000159202
UBE3A,ENSSSCG00000004832,ENSG00000114062
UBE3B,ENSSSCG00000009933,ENSG00000151148
UBE3C,ENSSSCG00000016409,ENSG00000009335
UBE3D,ENSSSCG00000026346,ENSG00000118420
UBE4A,ENSSSCG00000015095,ENSG00000110344
UBE4B,ENSSSCG00000003398,ENSG00000130939
UBFD1,ENSSSCG00000040265,ENSG00000103353
UBIAD1,ENSSSCG00000037325,ENSG00000120942
UBL3,ENSSSCG00000035992,ENSG00000122042
UBL5,ENSSSCG00000023331,ENSG00000198258
UBL7,ENSSSCG00000001907,ENSG00000138629
UBLCP1,ENSSSCG00000017042,ENSG00000164332
UBN1,ENSSSCG00000007924,ENSG00000118900
UBN2,ENSSSCG00000016510,ENSG00000157741
UBOX5,ENSSSCG00000007162,ENSG00000185019
UBP1,ENSSSCG00000011235,ENSG00000153560
UBQLN1,ENSSSCG00000021005,ENSG00000135018
UBQLN2,ENSSSCG00000035264,ENSG00000188021
UBQLN3,ENSSSCG00000014691,ENSG00000175520
UBQLN4,ENSSSCG00000006500,ENSG00000160803
UBQLNL,ENSSSCG00000014690,ENSG00000175518
UBR1,ENSSSCG00000004717,ENSG00000159459
UBR2,ENSSSCG00000001641,ENSG00000024048
UBR3,ENSSSCG00000015940,ENSG00000144357
UBR4,ENSSSCG00000003488,ENSG00000127481
UBR5,ENSSSCG00000022479,ENSG00000104517
UBR7,ENSSSCG00000002460,ENSG00000012963
UBTD1,ENSSSCG00000010521,ENSG00000165886
UBTD2,ENSSSCG00000023948,ENSG00000168246
UBTF,ENSSSCG00000017360,ENSG00000108312
UBXN1,ENSSSCG00000023110,ENSG00000162191
UBXN10,ENSSSCG00000003498,ENSG00000162543
UBXN11,ENSSSCG00000033546,ENSG00000158062
UBXN2A,ENSSSCG00000033753,ENSG00000173960
UBXN2B,ENSSSCG00000006239,ENSG00000215114
UBXN4,ENSSSCG00000015690,ENSG00000144224
UBXN6,ENSSSCG00000013510,ENSG00000167671
UBXN7,ENSSSCG00000021380,ENSG00000163960
UCHL1,ENSSSCG00000022945,ENSG00000154277
UCHL3,ENSSSCG00000009466,ENSG00000118939
UCHL5,ENSSSCG00000010802,ENSG00000116750
UCK1,ENSSSCG00000005717,ENSG00000130717
UCK2,ENSSSCG00000039867,ENSG00000143179
UCKL1,ENSSSCG00000035939,ENSG00000198276
UCMA,ENSSSCG00000038864,ENSG00000165623
UCN2,ENSSSCG00000036910,ENSG00000145040
UCP2,ENSSSCG00000014833,ENSG00000175567
UCP3,ENSSSCG00000014834,ENSG00000175564
UEVLD,ENSSSCG00000013362,ENSG00000151116
UFC1,ENSSSCG00000006363,ENSG00000143222
UFD1,ENSSSCG00000010121,ENSG00000070010
UFL1,ENSSSCG00000004339,ENSG00000014123
UFSP1,ENSSSCG00000041835,ENSG00000176125
UFSP2,ENSSSCG00000015793,ENSG00000109775
UGCG,ENSSSCG00000022780,ENSG00000148154
UGDH,ENSSSCG00000030150,ENSG00000109814
UGGT1,ENSSSCG00000015857,ENSG00000136731
UGGT2,ENSSSCG00000009502,ENSG00000102595
UGP2,ENSSSCG00000008368,ENSG00000169764
UGT1A6,ENSSSCG00000036274,ENSG00000167165
UGT8,ENSSSCG00000031904,ENSG00000174607
UHMK1,ENSSSCG00000006342,ENSG00000152332
UHRF2,ENSSSCG00000005201,ENSG00000147854
UIMC1,ENSSSCG00000022508,ENSG00000087206
ULBP1,ENSSSCG00000026042,ENSG00000111981
ULK1,ENSSSCG00000009742,ENSG00000177169
ULK2,ENSSSCG00000018045,ENSG00000083290
ULK3,ENSSSCG00000001898,ENSG00000140474
ULK4,ENSSSCG00000025408,ENSG00000168038
UMAD1,ENSSSCG00000036169,ENSG00000219545
UMOD,ENSSSCG00000007859,ENSG00000169344
UMODL1,ENSSSCG00000022290,ENSG00000177398
UMPS,ENSSSCG00000011864,ENSG00000114491
UNC119,ENSSSCG00000017761,ENSG00000109103
UNC13A,ENSSSCG00000013880,ENSG00000130477
UNC13B,ENSSSCG00000005305,ENSG00000198722
UNC13C,ENSSSCG00000004614,ENSG00000137766
UNC13D,ENSSSCG00000017200,ENSG00000092929
UNC45A,ENSSSCG00000001821,ENSG00000140553
UNC45B,ENSSSCG00000017717,ENSG00000141161
UNC50,ENSSSCG00000025010,ENSG00000115446
UNC5A,ENSSSCG00000014049,ENSG00000113763
UNC5B,ENSSSCG00000010276,ENSG00000107731
UNC5C,ENSSSCG00000021874,ENSG00000182168
UNC5CL,ENSSSCG00000027922,ENSG00000124602
UNC5D,ENSSSCG00000015830,ENSG00000156687
UNC79,ENSSSCG00000038851,ENSG00000133958
UNC80,ENSSSCG00000016153,ENSG00000144406
UNC93A,ENSSSCG00000027404,ENSG00000112494
UNC93B1,ENSSSCG00000012893,ENSG00000110057
UNG,ENSSSCG00000009938,ENSG00000076248
UNK,ENSSSCG00000017201,ENSG00000132478
UNKL,ENSSSCG00000022963,ENSG00000059145
UPB1,ENSSSCG00000010060,ENSG00000100024
UPF1,ENSSSCG00000039301,ENSG00000005007
UPF2,ENSSSCG00000011117,ENSG00000151461
UPF3A,ENSSSCG00000024679,ENSG00000169062
UPF3B,ENSSSCG00000012617,ENSG00000125351
UPK1A,ENSSSCG00000002901,ENSG00000105668
UPK1B,ENSSSCG00000011904,ENSG00000114638
UPK2,ENSSSCG00000015100,ENSG00000110375
UPK3A,ENSSSCG00000031423,ENSG00000100373
UPP1,ENSSSCG00000030388,ENSG00000183696
UPP2,ENSSSCG00000021938,ENSG00000007001
UPRT,ENSSSCG00000012425,ENSG00000094841
UQCC1,ENSSSCG00000038237,ENSG00000101019
UQCC3,ENSSSCG00000038370,ENSG00000204922
UQCC4,ENSSSCG00000038882,ENSG00000174109
UQCR10,ENSSSCG00000024550,ENSG00000184076
UQCR11,ENSSSCG00000013436,ENSG00000127540
UQCRC1,ENSSSCG00000011356,ENSG00000010256
UQCRC2,ENSSSCG00000007845,ENSG00000140740
UQCRH,ENSSSCG00000003903,ENSG00000173660
UQCRQ,ENSSSCG00000014289,ENSG00000164405
URAD,ENSSSCG00000009316,ENSG00000183463
URB1,ENSSSCG00000032024,ENSG00000142207
URB2,ENSSSCG00000010186,ENSG00000135763
URGCP,ENSSSCG00000040519,ENSG00000106608
URI1,ENSSSCG00000025912,ENSG00000105176
URM1,ENSSSCG00000005649,ENSG00000167118
UROC1,ENSSSCG00000001823,ENSG00000159650
UROD,ENSSSCG00000003922,ENSG00000126088
UROS,ENSSSCG00000010742,ENSG00000188690
USB1,ENSSSCG00000002807,ENSG00000103005
USE1,ENSSSCG00000013875,ENSG00000053501
USF1,ENSSSCG00000006371,ENSG00000158773
USF2,ENSSSCG00000002885,ENSG00000105698
USF3,ENSSSCG00000011918,ENSG00000176542
USH1C,ENSSSCG00000013377,ENSG00000006611
USH1G,ENSSSCG00000017223,ENSG00000182040
USHBP1,ENSSSCG00000036575,ENSG00000130307
USO1,ENSSSCG00000008971,ENSG00000138768
USP1,ENSSSCG00000003820,ENSG00000162607
USP10,ENSSSCG00000002670,ENSG00000103194
USP11,ENSSSCG00000012273,ENSG00000102226
USP12,ENSSSCG00000009302,ENSG00000152484
USP13,ENSSSCG00000011765,ENSG00000058056
USP14,ENSSSCG00000022559,ENSG00000101557
USP15,ENSSSCG00000000457,ENSG00000135655
USP16,ENSSSCG00000027594,ENSG00000156256
USP18,ENSSSCG00000000774,ENSG00000184979
USP19,ENSSSCG00000011375,ENSG00000172046
USP2,ENSSSCG00000015120,ENSG00000036672
USP20,ENSSSCG00000024341,ENSG00000136878
USP21,ENSSSCG00000006362,ENSG00000143258
USP22,ENSSSCG00000035671,ENSG00000124422
USP24,ENSSSCG00000029633,ENSG00000162402
USP25,ENSSSCG00000024623,ENSG00000155313
USP28,ENSSSCG00000015052,ENSG00000048028
USP3,ENSSSCG00000028737,ENSG00000140455
USP30,ENSSSCG00000032917,ENSG00000135093
USP31,ENSSSCG00000030424,ENSG00000103404
USP32,ENSSSCG00000039473,ENSG00000170832
USP33,ENSSSCG00000040220,ENSG00000077254
USP34,ENSSSCG00000008382,ENSG00000115464
USP35,ENSSSCG00000014892,ENSG00000118369
USP36,ENSSSCG00000017165,ENSG00000055483
USP37,ENSSSCG00000016194,ENSG00000135913
USP38,ENSSSCG00000009049,ENSG00000170185
USP39,ENSSSCG00000030435,ENSG00000168883
USP4,ENSSSCG00000011382,ENSG00000114316
USP40,ENSSSCG00000016306,ENSG00000085982
USP42,ENSSSCG00000032705,ENSG00000106346
USP43,ENSSSCG00000017995,ENSG00000154914
USP44,ENSSSCG00000021307,ENSG00000136014
USP45,ENSSSCG00000004351,ENSG00000123552
USP46,ENSSSCG00000036284,ENSG00000109189
USP47,ENSSSCG00000013402,ENSG00000170242
USP48,ENSSSCG00000024197,ENSG00000090686
USP49,ENSSSCG00000001629,ENSG00000164663
USP5,ENSSSCG00000000684,ENSG00000111667
USP50,ENSSSCG00000004638,ENSG00000170236
USP51,ENSSSCG00000012349,ENSG00000247746
USP53,ENSSSCG00000023174,ENSG00000145390
USP54,ENSSSCG00000010302,ENSG00000166348
USP6NL,ENSSSCG00000011120,ENSG00000148429
USP7,ENSSSCG00000007907,ENSG00000187555
USP8,ENSSSCG00000004639,ENSG00000138592
USP9X,ENSSSCG00000012251,ENSG00000124486
USPL1,ENSSSCG00000028065,ENSG00000132952
